country_code,year0,migLower,migMedian,migUpper,popLower,popMedian,popUpper
44,2035,-29827.2849711067,3358.65601073075,40366.2407336673,355872.547416575,436236.113132389,522010.34888972
44,2040,-30640.4488866781,4440.03496240726,44021.0755842799,336063.289024649,443388.272804977,559183.4855303
44,2045,-30050.1140893373,2249.12706559767,45639.0229983039,316859.097346357,448074.761603257,607914.145644874
48,2020,239000,239000,239000,1701572,1701572,1701572
48,2025,-167704.542352946,112751.811893112,370748.69626367,1618232.39110661,1898895.35425065,2161148.48091425
48,2030,-269849.022898869,37016.8525737719,349901.574062655,1523040.66680001,2013762.42048814,2474900.61611331
48,2035,-309196.783000364,-147.065015604377,336501.889651716,1333138.91247508,2065851.81982039,2747987.02323401
48,2040,-324245.74142954,-25531.0014410573,324701.019846584,1201538.55976777,2075845.81946539,2928283.83993032
48,2045,-326124.70219761,-8897.19863387464,306293.701261182,1180675.50289729,2072294.55645415,3064155.97732453
50,2020,-1847503,-1847503,-1847503,164689383,164689383,164689383
50,2025,-4369557.07891884,-1482612.87283496,1723636.93212202,169230244.595075,172894985.686624,176570841.452865
50,2030,-5289472.96254476,-1644664.58025379,2100690.12359459,171902127.172493,179450338.610272,186891028.603133
50,2035,-5011797.33109987,-1548574.64604063,2322417.68202183,173848049.976666,184565610.985273,197378962.071232
50,2040,-5013484.05838318,-1483456.09261529,2771198.42071875,173934403.682413,188385358.814928,205490449.613365
50,2045,-5356532.91087669,-1521382.71231541,2866481.0256565,171745276.808892,190798405.93042,212731364.798474
52,2020,-397,-397,-397,287371,287371,287371
52,2025,-9350.17700337627,-971.856286947365,7460.34765011756,279784.767779883,288174.684807666,296859.368910597
52,2030,-12219.6667479808,-1271.70179740013,9679.08236112037,269793.124677206,287476.973270145,306714.296042049
52,2035,-12894.5911590728,-1593.66073866145,11254.5025979567,258090.647377372,285342.348325263,317336.999765594
52,2040,-13688.9823379315,-1413.63226949489,11818.9686513609,241110.105689558,281421.877268015,325653.896907061
52,2045,-13322.9711352358,-1449.71984331388,12667.1490307082,224626.066325762,275401.584268016,335685.414138306
112,2020,43648,43648,43648,9449321,9449321,9449321
112,2025,-72774.3676068577,36186.9791407962,139695.482903458,9281977.6902636,9411185.66983809,9533972.73365877
112,2030,-87253.1616304629,31859.9693572551,154629.286470038,9063717.28443496,9306474.41148668,9553674.4586867
112,2035,-94283.5106569491,31851.3022863651,146381.867656676,8808691.2657504,9154598.70898734,9523882.54346018
112,2040,-84653.7967406205,26333.1220306718,164238.926966416,8537523.20851708,8989792.54162192,9506500.69351147
112,2045,-98507.0812628873,23182.30267648,157382.776675715,8291160.18160771,8847806.83411035,9496318.62584279
56,2020,240000,240000,240000,11589616,11589616,11589616
56,2025,82577.1822430443,221651.571280388,372436.357056749,11696337.2290995,11861052.7768209,12021314.2916948
56,2030,20620.5190883368,204698.805755061,414557.562021789,11749847.3381418,12091166.6685906,12473607.7289606
56,2035,-18059.0496249117,188397.928582399,424818.341382684,11746787.8354942,12297997.3702219,12960140.5483795
56,2040,-54348.1629825588,172590.555620026,450989.436474225,11671535.8495732,12468302.734217,13421941.5467563
56,2045,-69755.5582169616,167699.254344,474051.133397191,11579413.0511903,12593121.4082191,13916689.9049322
84,2020,6000,6000,6000,397621,397621,397621
84,2025,-19354.3431965788,2967.12900258285,25884.0118326267,408867.087369622,430347.41017959,454168.881396324
84,2030,-24959.1981732532,1509.61413011366,33185.121953842,414517.829122175,459757.953111433,509977.153736483
84,2035,-32147.8120884366,765.478074261041,31655.859295321,413584.310805175,485741.599792477,565994.725655481
84,2040,-35576.8943927241,-900.041107708103,38698.3814018452,409408.90254821,507436.709241513,619268.826706866
84,2045,-33494.3783824814,-326.96798855897,40061.1106566627,402116.366428641,526714.010356879,673933.030046344
204,2020,-10000,-10000,-10000,12123198,12123198,12123198
204,2025,-171576.225424986,-21578.4401923744,144389.206822347,13573930.6648882,13796368.2470146,14042202.9954761
204,2030,-217687.847672716,-22060.6332049363,175795.029404142,15075065.1427055,15613887.0654207,16191781.2383524
204,2035,-290921.49919722,-36387.5838858987,225423.210004617,16566985.8753025,17550579.4287139,18569889.315351
204,2040,-329428.762019781,-43935.1299801746,249407.016795221,18037612.2419918,19571631.4287153,21121972.8968429
204,2045,-359544.910565059,-55921.2531156681,301223.786048863,19526385.5984017,21629808.7965385,23908259.4753375
60,2020,-1000,-1000,-1000,62273,62273,62273
60,2025,-1780.40742218894,-796.09261860391,196.888952400716,59573.7079008107,60694.289790848,61807.1564860685
60,2030,-1807.22650577925,-677.685111200638,397.255369622913,56619.9277647432,58887.9105386332,61054.9452909468
60,2035,-1848.02925584282,-590.865198794011,596.846892435094,53370.5635989304,56744.2044173721,60115.576396791
60,2040,-1803.45028622504,-470.750701045075,710.910770378094,49672.3274418808,54350.8331953453,59127.7905253309
60,2045,-1607.08985350548,-435.503590733257,741.507660345269,45851.6736998991,51652.3604109729,57563.9836344548
64,2020,1600,1600,1600,771612,771612,771612
64,2025,-46088.5784146975,-435.5844742849,45190.2198310062,763571.130952762,809075.192820659,855390.590379199
64,2030,-49493.5329386046,-1836.86117140888,52021.1678989102,760063.060495648,842970.993732305,929170.882091051
64,2035,-55931.3823217734,421.802984079241,60452.0116159973,749361.253502375,863403.793049229,1007181.16844605
64,2040,-53758.5653158131,1924.98298662586,61119.2810958015,733077.81255697,886843.259664419,1065741.43590811
64,2045,-53004.4990936356,-820.202518731285,59921.9012444876,709283.020999018,903015.378139993,1120397.67912612
68,2020,-47520,-47520,-47520,11673029,11673029,11673029
68,2025,-154695.339158831,-55623.4305871667,25216.8200524395,12266017.9229873,12456243.8272485,12629698.4467042
68,2030,-186194.517089304,-67616.2868311439,28144.9514010243,12781449.622639,13185243.4079569,13579630.2272693
68,2035,-208472.907902964,-70608.5927495651,63668.3504508748,13178346.6207124,13870388.851254,14527249.3599467
68,2040,-224311.577328893,-81296.4133376101,68481.308120684,13519638.3227786,14491583.2702441,15441276.8610493
68,2045,-249563.161618558,-81211.5319499028,75405.1036887832,13710353.2376974,15041904.1723425,16354776.9747101
535,2020,1000,1000,1000,26221,26221,26221
535,2025,-4243.88708337023,465.016272306049,5938.07645632762,22317.9905877022,27061.6720915257,32536.4531855801
535,2030,-4195.35021178668,510.59609693512,7221.95503480779,20474.5182525031,27537.6665980205,38747.0956596882
535,2035,-4254.06159712207,499.575377149507,8092.60324402978,18680.4523834318,28239.6328575308,44756.234301952
535,2040,-4549.17761147503,572.635376894736,8965.631205945,17031.1422531689,28555.4258279933,50887.2058455576
535,2045,-4533.57459832711,561.784237519678,8888.66547054936,15857.7066865019,28764.1368899884,58097.2376813862
70,2020,-107926,-107926,-107926,3280815,3280815,3280815
70,2025,-302160.417043693,-59018.2906016681,178131.437332212,2912699.25643959,3152056.88289427,3386911.16175936
70,2030,-301246.865730229,-57168.2246196547,223947.510831886,2574320.92685664,3009808.61221924,3451750.62080068
70,2035,-263991.713650198,-43415.4711022419,227738.753387081,2276183.14874041,2856793.49326545,3527817.71068114
70,2040,-272158.209260323,-40388.2264339324,228607.775503765,2003080.46563918,2698269.14540581,3591264.41309245
70,2045,-228019.065845148,-31169.2806937102,237859.872011383,1724088.6521147,2516164.80563357,3640904.26017674
72,2020,14999,14999,14999,2351625,2351625,2351625
72,2025,-100813.003485394,8487.69276277675,114730.063866473,2447489.01173965,2560182.12172956,2673189.99938374
72,2030,-124793.582328484,4738.78010515867,132830.362046062,2526620.34540006,2759393.84745608,2988526.32276231
72,2035,-151513.441302217,-6395.12226475501,164609.771954769,2593026.93739718,2940984.34907583,3323392.00298175
72,2040,-154991.892302413,-678.610509288506,166542.636522691,2630994.45820064,3111738.51698871,3622348.47208197
72,2045,-178071.925135301,-3538.87477211458,198322.088901558,2665660.60976345,3259954.65888294,3975651.98038847
76,2020,106000,106000,106000,212559409,212559409,212559409
76,2025,-1200516.22138067,16381.4306471692,1259127.70422781,216401774.251818,218939289.389277,221622730.079764
76,2030,-1546022.38326747,-93693.2967783975,1638122.71646707,218077892.678835,223689286.968325,229468017.58921
76,2035,-1876886.42901864,-45995.7060487832,1873494.24687958,217881866.508431,226921818.659055,236084281.274865
76,2040,-2125818.51360165,-100960.966396277,1955648.06188137,215314209.697695,228808068.386379,241280229.005751
76,2045,-2381292.37277983,-100006.321228633,2049136.36034154,211166322.42329,228976649.120929,245032118.727872
92,2020,444,444,444,30237,30237,30237
92,2025,-2997.54556061291,250.278186629045,3569.29016291698,27646.1312730611,31008.9063800078,34415.4605197686
92,2030,-3329.22672678308,386.952437581015,4310.39989269451,25771.1311396168,31786.8730353866,38379.9872122198
92,2035,-3327.87110755991,206.672094701147,4820.82372290118,23697.0379765247,32184.7366673317,42670.4935178755
92,2040,-3472.38369727542,300.555156591891,5805.57420576379,21372.7488406481,32141.3169332516,47646.3347571354
92,2045,-3458.26855881383,226.359821516756,5759.37028718652,19068.7304078814,31837.9359559223,52483.2480217108
96,2020,0,0,0,437483,437483,437483
96,2025,-10879.5559844929,-527.222106409152,9787.26463217448,443973.754380992,455256.198819527,467181.909856732
96,2030,-14079.553401958,-996.152693870835,13196.7029395317,444220.560173978,468357.68852828,495233.417722818
96,2035,-16441.6420886316,-828.222362319472,17260.448948018,437100.223834341,477767.916032233,523114.152668311
96,2040,-17712.268845173,-948.717433308655,18366.4466408557,425268.895678527,482602.0424394,549704.277222384
96,2045,-18281.5594278317,-1018.94843576607,19965.4948014361,411082.596871959,484788.848120979,572340.751879798
100,2020,-24001,-24001,-24001,6948445,6948445,6948445
100,2025,-164202.235987733,-35665.9258632461,82156.7860086888,6523112.985174,6662918.62485341,6799685.70261481
100,2030,-179839.935120554,-39751.9859043761,96210.6695793439,6102924.10032275,6364721.73378053,6638816.26165773
100,2035,-178396.334056997,-40464.6293827587,98512.4249398197,5677326.65476312,6061416.40074704,6466932.21541321
100,2040,-176711.730141972,-40231.1252891771,103245.112761859,5273369.59025394,5771598.85566142,6324141.01879224
100,2045,-167909.739153874,-33983.6306655497,108147.992794763,4855478.23874152,5508057.41800916,6203959.85629121
854,2020,-125000,-125000,-125000,20903278,20903278,20903278
854,2025,-359890.823602557,-146949.2944671,45906.8190940357,23592925.4796879,23959296.3565346,24325305.8470015
854,2030,-501492.26975606,-166706.770029322,138888.139403468,26355146.6817461,27288758.0177189,28229843.5849791
854,2035,-651271.989993788,-192775.44774006,222233.397871419,29032857.5594655,30829233.8241148,32617138.4480668
854,2040,-745571.267155525,-211241.648599567,330481.152953087,31549288.7476064,34576143.2278013,37520633.5750937
854,2045,-918915.465412019,-238583.78345755,414331.498645082,34018049.2171104,38398073.5242944,42840299.462517
108,2020,10003,10003,10003,11890781,11890781,11890781
108,2025,-611410.283778078,-73207.2834570482,445861.626368304,13065097.5614038,13662508.5047288,14225002.7075672
108,2030,-793673.8970809,-118688.38503022,650266.565991202,14272797.2798642,15476923.6464982,16869790.3183959
108,2035,-898833.147885873,-180627.890308075,810644.942976232,15342062.9759432,17375019.1761398,19738374.5809249
108,2040,-1066480.34558136,-227269.366875014,908556.875985918,16330023.5228252,19265623.9946744,23038320.8217712
108,2045,-1267481.38436363,-261685.310865502,1041807.64190807,17318903.9069813,21241624.0945382,26543705.6254007
132,2020,-6709,-6709,-6709,555988,555988,555988
132,2025,-51441.6038734987,-5234.00655667713,41116.9883928646,539412.722709659,585616.756346988,632724.208381751
132,2030,-60401.0566762051,-7815.59492667843,50106.4868779763,524433.470521515,608576.214613088,707089.316179989
132,2035,-60596.9166801464,-8538.87761874704,59518.4874022195,505232.596256108,629378.761919632,776344.699739665
132,2040,-63125.3562004253,-7174.9047996686,55442.0746504797,477413.748141541,645159.618487488,845565.380022905
132,2045,-64194.9189394622,-8893.59012984548,60614.3306112259,451737.30637732,651054.867821361,922201.487206687
116,2020,-149999,-149999,-149999,16718971,16718971,16718971
116,2025,-696937.272731735,-125805.23026453,427879.211583336,17233642.5297268,17856093.0469829,18506617.3915302
116,2030,-794007.15045052,-88605.7693302876,620735.765276798,17595469.7729894,18904810.7029585,20124292.8883505
116,2035,-795262.870460916,-83358.7892580833,619699.62731345,17892645.4768353,19843868.3163498,21835428.6001104
116,2040,-897297.964818447,-93681.8124640812,710453.284572406,18186341.8016934,20750215.051292,23406819.1862204
116,2045,-872506.669783917,-91120.3011023896,738699.806977385,18288085.7667583,21604970.465578,25080996.2402705
120,2020,-23999,-23999,-23999,26545864,26545864,26545864
120,2025,-222542.664287117,-27277.2349111248,142608.076653729,29552775.6617263,30014692.0419494,30454014.6948915
120,2030,-299798.578611523,-46687.6729448972,224309.068124555,32669754.0813412,33717456.3241063,34803783.5738614
120,2035,-376771.368744087,-52328.4905924587,281307.843196143,35826995.0819541,37616886.8401411,39619024.6657621
120,2040,-445851.350338475,-61942.6050726562,366637.348139786,38778892.6175597,41682810.1791815,44922730.4297551
120,2045,-529983.291728188,-59362.5522322637,447594.74106083,41646655.0774125,45940009.058213,50551337.2273317
124,2020,1210159,1210159,1210159,37742157,37742157,37742157
124,2025,303450.343372557,1060609.5527198,1901201.72925636,38352077.716155,39159884.9138051,40021911.4622731
