country_code,year0,migLower,migMedian,migUpper,popLower,popMedian,popUpper
748,2030,-65680.8291010602,-33285.1584814882,405.045809664484,1215471.42680584,1281569.10912039,1343794.79735439
748,2035,-68310.3334537622,-31891.3736586732,6136.77571581433,1241776.35583611,1340857.65305485,1448821.93134366
748,2040,-72448.3281269722,-29855.2081963684,9946.37918196003,1259485.38263841,1396067.94700169,1560446.56895177
748,2045,-74567.542709315,-30418.7432068108,14213.859631405,1255805.40883207,1440488.92427605,1661216.91294934
231,2020,150002,150002,150002,114963583,114963583,114963583
231,2025,-4027760.87638134,-113179.522571078,4190471.01523589,125052689.129076,129585888.726971,134386217.301253
231,2030,-4839609.71627084,-194192.346794221,4533122.45066344,135167937.054945,144563662.887026,154710531.372163
231,2035,-5474520.8544493,-218422.972064138,5470608.05254132,144349752.829335,159254681.241435,175250181.769547
231,2040,-6050953.12717273,-194891.455092663,5819532.00328835,152792388.891875,173984672.09016,197105859.987161
231,2045,-6859871.23897649,-240832.582715628,6459806.14224478,160374822.116312,188052879.402117,217974098.489147
238,2020,640,640,640,3483,3483,3483
238,2025,-150.203936970126,472.38858277469,1115.24806737851,3328.33032587106,3938.26736264179,4585.93493453391
238,2030,-381.501221629241,329.698185782476,1377.09143776675,3105.05684569671,4253.16759685169,5930.35715488164
238,2035,-534.149075819017,238.987238476621,1595.51582967391,2757.06194516486,4527.91463405792,7733.42835681563
238,2040,-492.974778958268,164.872077057543,2010.67253362221,2581.54596878816,4693.28390252886,10144.1413491613
238,2045,-545.187078198923,159.568482145902,2425.51665505545,2413.71756505118,4815.0377908792,12855.7531147545
234,2020,0,0,0,48865,48865,48865
234,2025,-2106.67647687839,-472.822555251559,1244.01451516907,47608.2033751575,49371.1375710493,51079.2711825116
234,2030,-2569.59028287796,-589.481238872658,1436.5509261276,46766.1885892078,49734.6185583334,53177.3204163439
234,2035,-2575.36957276622,-601.854516815494,1435.52989551529,45606.8915070889,49923.0493302933,55218.5792170277
234,2040,-2402.39098427064,-526.633331141733,1679.23284000606,44274.2456351458,49918.4583682026,56819.443470043
234,2045,-2402.31379454832,-520.802226323887,1522.76986558833,42742.3767706778,49472.8004955549,58403.0454332659
242,2020,-31008,-31008,-31008,896444,896444,896444
242,2025,-66868.050558826,-25599.5303003455,11852.3027290004,879862.359272416,922143.392506493,960626.024429261
242,2030,-71566.6557679466,-23190.3792561376,21100.2991048722,860467.353812486,941846.152971059,1026842.02488023
242,2035,-69966.4934737582,-24507.6923479568,26915.5537370599,841221.314925225,954433.325724662,1086762.95855749
242,2040,-75880.6588314168,-24487.1913013095,29001.1101296706,818501.884259271,960924.644463884,1147760.94159401
242,2045,-70557.4039351982,-23513.9555391329,35576.7279983179,779187.994109724,964435.110928803,1199454.65043792
246,2020,70000,70000,70000,5540718,5540718,5540718
246,2025,-49160.6040962932,44462.2747363837,143871.654143267,5438987.77227654,5540479.40975915,5646814.42870801
246,2030,-71306.3094137375,34157.2604045913,161623.92564099,5308672.96228601,5511032.27044243,5733026.149396
246,2035,-82037.3974519751,25763.2097038573,170684.298614701,5141876.08516118,5442547.91016954,5803455.11102264
246,2040,-97552.569368969,23257.7594127726,159405.053245632,4950777.53137143,5359163.13725988,5854659.01758802
246,2045,-88681.4640112058,20579.6166556186,149237.751133139,4750517.50779828,5273543.78395096,5900883.61712381
250,2020,182636,182636,182636,65273512,65273512,65273512
250,2025,-613198.567356043,345873.146779915,1321147.38493025,65015011.9795153,66048982.751054,67067448.7806711
250,2030,-858724.11473049,419430.178345445,1617281.37394307,64560032.9862283,66782131.4645159,68761287.4366121
250,2035,-907384.319132202,458846.93772282,1693447.93557064,63882053.6881355,67514074.6575598,70653827.7795175
250,2040,-968837.315156205,463393.534631607,1866623.22848487,62960233.6271558,68132928.1886598,72742180.7304311
250,2045,-1017899.55041147,473317.219089931,1887176.25194457,61838392.0510093,68449381.5911166,74225010.7291088
254,2020,6000,6000,6000,298682,298682,298682
254,2025,-25875.0327293984,6435.29585237143,36134.9893470109,304396.37989026,337225.605745557,366611.735710295
254,2030,-38190.2157146105,5647.79807175414,49665.9382318199,306360.198612991,374580.528521856,449866.381447903
254,2035,-38931.0709687586,4446.64381324764,68839.9107107775,297911.99880172,413080.956449244,546582.846024431
254,2040,-42396.5115775333,4717.31875248196,82650.8166368103,284477.084355432,452371.845575657,668113.000557155
254,2045,-43699.9399410851,7205.03290181693,98587.1098903482,276671.129421602,494932.05362484,811776.500136494
258,2020,-5000,-5000,-5000,280904,280904,280904
258,2025,-13957.8791399022,-3114.46385454041,7582.24302435669,277121.518555101,289033.144262445,299671.262723632
258,2030,-16845.9775148793,-2409.9262116329,11418.3908851423,270244.391129774,294755.828903532,318188.357078355
258,2035,-16573.8227465904,-1509.21551376534,13123.847668924,260934.525213661,300279.424652818,336028.433733523
258,2040,-17432.864104796,-1304.91565890668,14516.4101117184,248763.239307593,303981.775160729,350497.518519651
258,2045,-16620.6904113638,-573.327638344373,14477.8933611931,234567.343444053,305403.906114593,368298.943435371
266,2020,16301,16301,16301,2225728,2225728,2225728
266,2025,-47586.032689435,19323.2292523836,90385.7083129617,2424842.12535272,2500419.11205125,2576170.27779103
266,2030,-62141.33423795,21080.9582608091,112074.043292346,2617742.07819259,2775737.5685255,2940846.44462169
266,2035,-80549.8051110546,27270.4624683612,129341.762220732,2802069.66911377,3060321.1200615,3331624.89374546
266,2040,-102377.918039284,22334.3363170582,149244.361521229,2971061.3137582,3344632.94622885,3748534.86065677
266,2045,-105790.377407723,26409.9740899695,169947.236413341,3141834.40433986,3646193.47044037,4195207.14387897
270,2020,-15436,-15436,-15436,2416664,2416664,2416664
270,2025,-96972.5201596563,4094.73525095262,103404.699658897,2687377.75854692,2796960.39563552,2903379.9663398
270,2030,-118389.627379219,14583.3817884554,142284.355871923,2946289.68895575,3212734.8150249,3442428.02986571
270,2035,-127865.931233504,22452.317930424,165493.699070956,3219019.75309698,3649823.75318118,4061903.10851397
270,2040,-154570.632536703,20364.4805533768,194664.852680645,3443787.92624025,4098453.46167329,4698313.46382527
270,2045,-187138.358382525,31861.9618203021,238859.73244042,3632589.4400706,4544448.51427039,5390680.87833133
268,2020,-50000,-50000,-50000,3989175,3989175,3989175
268,2025,-287478.542060605,-42219.7873887568,202229.181084937,3697171.57239405,3948955.39768666,4197833.37079859
268,2030,-314759.098231893,-39065.2715200962,259830.74112733,3421873.24847749,3881587.89554345,4394483.52205925
268,2035,-310949.588815938,-33423.1702045314,298301.427699976,3121070.72872616,3816121.0853683,4579861.83639631
268,2040,-314603.978074201,-37155.0191882691,333741.988259671,2825854.30650861,3755796.1619219,4896639.66947167
268,2045,-309251.951650687,-41222.2266252461,348557.757457153,2531168.48574936,3676661.70576963,5173800.12998923
276,2020,2719112,2719112,2719112,83783945,83783945,83783945
276,2025,169052.051305637,1940380.65375356,3822305.99257778,82818265.5867998,84673146.1363725,86599411.9157046
276,2030,-584771.646597413,1513846.00687963,3942475.66117577,81427412.3561402,85073250.8210216,89223346.4729733
276,2035,-736733.033609131,1287772.31402958,3883530.73970921,79924817.121358,85215385.1160726,92028010.4341577
276,2040,-944712.558840971,1226286.48222798,3950323.34930091,78093580.2886414,85151419.5769325,94876860.3996862
276,2045,-1056174.42140273,1057673.42586596,3694747.96825004,75925779.0632398,84929428.241061,96797174.3091433
288,2020,-50000,-50000,-50000,31072945,31072945,31072945
288,2025,-981163.62735809,-145113.620620775,687973.638747472,33352648.7693705,34323301.1554842,35267798.7245709
288,2030,-1209326.59124251,-153020.451892873,787272.745781398,35564740.9098822,37600098.2542085,39663750.5603812
288,2035,-1243476.07658884,-223487.853355258,979017.63937122,37743744.4481287,40934423.3867803,44263472.9819871
288,2040,-1393501.79940955,-241712.236997,1089868.92254528,39826274.6712514,44150183.6534917,48855568.2341782
288,2045,-1566450.23426116,-281368.955344797,1207927.93945108,41522282.5801385,47461380.5410588,54154444.7426906
292,2020,-479,-479,-479,33691,33691,33691
292,2025,-2421.62626417123,-246.001276146016,1788.40500033605,31596.7665848212,33745.6346901393,35785.5623371351
292,2030,-2537.89756276083,-109.031114595037,2289.98520945785,29817.7011521087,33805.2417835365,37741.5754825666
292,2035,-2371.52268771305,-188.958254428561,2307.42060176315,28217.5096643907,33876.9845989874,39720.1585340669
292,2040,-2456.39496716957,-45.857067046213,2414.73125909726,26729.5826700419,33959.2433235048,41662.1741527854
292,2045,-2405.53333145017,-15.4164560710399,2710.78754386688,25398.3820145879,33971.8438064233,43691.1110474572
300,2020,-80000,-80000,-80000,10423056,10423056,10423056
300,2025,-395282.188458351,-47386.0284831877,292032.021276275,9790234.87723447,10146326.484119,10494335.5424246
300,2030,-449892.357004281,-43316.8071372654,351836.43035399,9164155.56596878,9848621.63186662,10503311.7493924
300,2035,-453377.141435758,-39935.728795837,406911.17271754,8494240.72702432,9527805.70598298,10603306.7953622
300,2040,-468011.754247419,-18144.9279652663,452181.218952044,7817664.55830392,9168204.15185381,10695664.9911533
300,2045,-446857.23165603,-19784.9378536106,458307.634450675,7157077.45021313,8856654.21247806,10845492.1882169
304,2020,-1034,-1034,-1034,56772,56772,56772
304,2025,-3282.7295155997,-792.205258027091,1603.66094181827,54440.462760032,56994.8036855414,59280.4072925027
304,2030,-3534.99507453363,-632.880162489721,2274.97306414946,51998.5789889833,56650.449804603,61238.5196066965
304,2035,-3569.00905046004,-645.974074292089,2332.6053787393,48471.318652125,55761.8835350387,62530.7894044902
304,2040,-3492.1940635449,-622.328526590953,2459.56909685613,45101.0984107929,54349.1783317111,64438.4274307575
304,2045,-3509.91240198795,-644.917884280598,2305.11889532616,42093.2716418133,52885.2291361701,65626.3568509924
308,2020,-1000,-1000,-1000,112519,112519,112519
308,2025,-11427.8343654756,-818.899122385162,8679.66894030313,104409.934700967,114779.998966335,124471.945791932
308,2030,-12151.0047740472,-1130.49987458866,11125.1016629261,96417.0806092491,115593.048756891,136265.087673311
308,2035,-13451.2721271017,-1242.39540919894,11820.7161369527,88027.3291099799,114283.522843678,148515.168621713
308,2040,-12842.8391372482,-1744.78912514853,13892.3193388868,78716.5486714106,114017.400509921,161426.129301714
308,2045,-12600.1232778015,-1360.92196577697,15901.886909234,70886.075257276,112886.76385874,177226.906890889
312,2020,-7200,-7200,-7200,400127,400127,400127
312,2025,-32350.1195066538,-6349.47632767899,22492.5669530247,371851.845408862,399330.816591339,428961.584030209
312,2030,-33626.6432970984,-4688.1476482773,24722.5379699098,351097.144275576,399379.290882493,449997.293795562
312,2035,-32569.3521437779,-6469.425799313,26206.1264311237,332547.086240898,396975.130822603,471005.621932982
312,2040,-34992.9683072159,-5566.32338990521,26639.222832272,308062.832981569,391325.961620663,496477.320290996
312,2045,-31027.5757048771,-5045.32308686905,27797.1492592959,283368.339830321,383956.103135426,516912.171327127
316,2020,-2532,-2532,-2532,168783,168783,168783
316,2025,-7712.17569884966,-2371.85185770855,3224.02731905331,169880.112734293,175616.310348881,181373.580156388
316,2030,-9474.17260966247,-2103.94600286814,5057.74624200397,169997.510078838,181635.813093974,194124.713715164
316,2035,-9241.29437310895,-2215.69151449932,5668.05427901091,168523.179503431,186811.750069979,205951.667544363
316,2040,-10959.699544768,-2262.09539256288,6640.38435603555,165563.685888793,190621.297061907,217949.607160115
316,2045,-10834.518451956,-2248.24020332636,7749.37519245189,160549.466479734,193398.471754974,229204.228008113
320,2020,-46073,-46073,-46073,17915567,17915567,17915567
320,2025,-350383.217953936,-74359.6617693302,203876.55674001,19168190.2183421,19568121.7197625,19949058.149697
320,2030,-482323.51329741,-117347.747986659,285632.784007853,20251437.5561359,21132060.8800199,22055652.3440541
320,2035,-609549.32528001,-145717.429159092,412240.237826818,21133379.3086455,22589349.3662681,24214620.3294408
320,2040,-695929.244350427,-157535.504867551,458668.800478695,21803316.4446105,23958899.759332,26444938.3867403
320,2045,-790029.11807617,-181234.136174668,564154.977155067,22320005.9766662,25200920.2997162,28615835.8420648
324,2020,-20000,-20000,-20000,13132792,13132792,13132792
324,2025,-412269.450382365,-77812.8113163938,240494.450394294,14530878.5695216,14939213.4480493,15330440.7194061
324,2030,-537371.72960488,-99305.2147973903,342559.015703682,15925672.8456862,16812796.1339869,17774663.8907
324,2035,-623710.223548294,-150965.446218981,461601.862576323,17266993.9846522,18764132.3087522,20407118.2733865
324,2040,-722351.720270458,-172383.888895508,499577.942249062,18461782.8635309,20667629.4842761,23265757.3023531
324,2045,-846546.518958661,-201338.528536606,541406.360880001,19541167.7046482,22608813.7629456,26339960.6983645
624,2020,-6996,-6996,-6996,1967998,1967998,1967998
624,2025,-115306.801912343,-27614.6787359931,62681.4678534215,2092576.64545034,2188534.41337049,2283815.71318012
624,2030,-143957.147039467,-33261.3605019175,76948.9622699332,2230796.21457,2410192.37149582,2600422.57075848
624,2035,-167712.327911334,-39038.9350165412,96849.4310711542,2353089.47639942,2636735.46539519,2963314.11948555
624,2040,-177875.31534786,-42765.262481386,120880.017351398,2456775.34175618,2856309.38610305,3345515.59934138
624,2045,-184968.15687962,-48487.3030800271,119297.364978588,2572046.38986154,3074331.8184149,3767877.87739633
328,2020,-30001,-30001,-30001,786559,786559,786559
328,2025,-64298.7804167337,-27143.7202393716,7712.02272665352,766892.229784613,805094.13770517,842654.312875668
328,2030,-74178.2758342983,-24526.5081730663,26148.5777959964,734297.840671505,816942.570915939,905949.718525224
328,2035,-77187.5566756701,-22455.535159927,37646.3662676778,686938.000332387,824230.22362478,975502.568936331
328,2040,-77154.4330826834,-20022.0551560034,48544.799925804,635114.328275474,826000.723139125,1046417.89439172
328,2045,-75532.9176876399,-18074.3767312073,49411.2930261444,582585.746391919,827694.341883905,1111730.67075293
332,2020,-175000,-175000,-175000,11402533,11402533,11402533
332,2025,-280825.985149102,-181984.874177867,-102088.949198681,11876619.640898,12073803.3129,12249891.2625424
332,2030,-322910.409566609,-189893.389783328,-82322.8244840551,12246994.6332552,12683465.5938104,13085337.0054069
332,2035,-339050.313292718,-197122.078416539,-74852.3081130964,12506080.6920434,13211226.106389,13842157.1834874
332,2040,-372860.247471674,-199393.140427787,-53602.6436556042,12670069.555137,13660089.9899954,14599778.3263762
332,2045,-383412.794310958,-204809.004123049,-46027.2137660921,12683891.7225753,14040234.436954,15298497.7887153
336,2020,73,73,73,809,809,809
336,2025,-42.288149740268,63.0343284375532,181.298090604412,680.205485309969,784.617412794661,902.261195792723
336,2030,-56.2151076866342,59.7948942533952,203.620782327817,581.297439985596,752.04203783886,963.886487142534
336,2035,-49.3977657222946,58.7296821887102,197.846135868566,522.978468022731,725.23339655086,1024.34312363173
336,2040,-55.7345868278815,54.198406734405,200.216072901283,464.240541099141,711.921147072806,1062.94575091412
336,2045,-50.1576779607881,51.8303698500924,198.369043861491,429.394980570067,696.249419816336,1132.69689889713
340,2020,-34000,-34000,-34000,9904608,9904608,9904608
340,2025,-134893.501851178,-51896.4121403314,26772.0149938644,10496164.6283847,10665285.4188888,10834436.9629019
340,2030,-183870.334391972,-61699.7786855583,54222.5557101599,10974940.4853368,11372147.705695,11735083.140612
340,2035,-221922.857126742,-73539.2903579295,61505.6276014449,11370044.8556056,11998891.6917011,12564312.2225495
340,2040,-245358.125459937,-86090.5624763569,75395.9713389293,11625814.633658,12519746.3785475,13390176.7836469
340,2045,-274005.883848173,-88870.3359081105,88403.4776171262,11814931.2629453,12965692.3577237,14185480.0014137
348,2020,29999,29999,29999,9660350,9660350,9660350
348,2025,-123948.461423683,7137.11731672377,145811.855461052,9338526.27284808,9491322.07391713,9655742.79027783
348,2030,-141601.30469742,-1025.16761396346,159873.246313434,8987203.98548933,9287117.23799882,9575418.54481399
348,2035,-161997.963134556,-1285.35269505328,150878.747621855,8619828.18672461,9029596.46695462,9469716.29787625
348,2040,-153562.604650509,-2022.34474003673,146948.318564293,8207461.1715523,8759190.54363121,9341308.00718646
348,2045,-165761.91278988,-7280.31872856388,148646.840329187,7780795.41844156,8472553.2823132,9197659.4570801
352,2020,1900,1900,1900,341250,341250,341250
352,2025,-7556.11902145424,653.080489071074,8807.91007834739,341123.208880775,350018.429076086,358242.050433379
352,2030,-8730.20627334246,629.07649470464,10178.6473673827,339946.638478435,356990.999173445,373550.144107873
352,2035,-9903.50616484978,566.537496922839,10255.6801719613,336893.120645834,361659.406495575,387672.717007022
352,2040,-9041.75203017043,347.704973032771,10822.1455286452,330275.462861654,363688.204734063,396988.741961957
352,2045,-9809.03956132864,366.423984695629,10437.5398858931,323494.012316808,364062.445712092,408391.613199801
356,2020,-2663434,-2663434,-2663434,1380004385,1380004385,1380004385
356,2025,-8773647.51154293,-2067088.29946586,5986138.73370559,1427692935.56018,1446592660.4265,1464413954.03503
356,2030,-10876886.8417891,-2171850.47727167,8307338.11125339,1466596018.49569,1507417574.2762,1546504850.14459
356,2035,-12223925.2207224,-2030500.56249488,10344651.6658546,1489224531.14551,1559641140.81921,1624216350.09104
356,2040,-14290394.308216,-2061223.08924923,10829890.2077824,1499045862.31555,1597864326.40128,1687760462.76579
356,2045,-14645827.9201638,-2263725.07699933,11446550.7989622,1494953351.71148,1623937973.86109,1746278629.82841
360,2020,-494777,-494777,-494777,273523621,273523621,273523621
360,2025,-2101860.41550452,-428271.935054982,1549901.47776426,283830412.468003,287339723.030474,291225378.810471
360,2030,-2856085.20631381,-516793.46436108,2129806.06466052,291566386.860149,299536017.425099,307847633.322736
360,2035,-3177233.62106,-463788.133420411,2647505.78376773,296558208.411372,310042960.333993,323552721.082578
360,2040,-3791110.20397272,-551415.773378135,3356435.92703347,299015909.121797,318717408.881448,338224360.010349
360,2045,-4201516.19251648,-455570.443142789,3809796.94820053,299110834.902626,325766993.409249,350790963.243882
364,2020,-274998,-274998,-274998,83992953,83992953,83992953
364,2025,-2269193.64049981,-47571.2093323139,2134529.50822867,86575379.4701742,88899817.7583775,91119671.8753367
364,2030,-2552606.84908843,14442.6167680009,2562135.48571089,88351933.2097,92904541.0271209,97651740.1424332
364,2035,-2875944.24013432,95399.6388888848,3133120.8836197,89183206.0113036,96424878.650523,103791466.478906
364,2040,-2973114.9433824,128287.864219889,3561340.96027253,89196650.9492309,99598072.7027355,110243189.409726
364,2045,-2896162.94767042,156460.869758985,3910443.41030131,88847682.6008412,102352699.366251,116699533.074534
368,2020,39171,39171,39171,40222503,40222503,40222503
368,2025,-1648564.08053713,-177485.607098864,1185630.47388214,43300031.5014215,44832498.6588158,46407603.9265102
368,2030,-1955110.41752519,-189791.161874337,1411265.02365457,46250335.784889,49560947.3207719,52979628.4650391
368,2035,-2127476.01680042,-225114.317910798,1630646.16861185,49704312.6939361,54324555.6237634,59536591.107179
368,2040,-2364827.92301867,-224167.521040759,1881902.38074745,52855660.9142505,59039976.9979223,66673975.7293214
368,2045,-2606852.54480949,-329202.748209118,1932897.63189548,55893181.2302377,63933098.0215529,73227298.885903
372,2020,118020,118020,118020,4937796,4937796,4937796
372,2025,-201928.277988394,63870.2379470801,314029.627086863,4853226.85689409,5115626.61893718,5376203.60565525
372,2030,-246413.31115252,39700.4756684525,339633.792526855,4764196.51360259,5227022.69131551,5763245.84318314
372,2035,-283209.398029947,5506.26913073217,371742.171217337,4602831.75928382,5310281.30184044,6140566.27790729
372,2040,-299123.556072624,-2462.88470117288,365376.797740191,4442903.15806759,5357812.69435655,6509537.90599725
372,2045,-318997.656542549,7391.36787978043,378459.452177638,4265394.55762364,5391504.2832129,6929825.64644698
833,2020,2201,2201,2201,85032,85032,85032
833,2025,-5871.40635774272,1410.3642641958,9241.0480621822,78524.0419202401,85886.4093810878,93787.1021574223
833,2030,-7802.7062639126,505.652317229889,10599.2221320058,72171.0195674391,86132.2817693704,102120.530057675
833,2035,-8002.22935685524,930.999667297922,11931.7465798459,65841.6959451084,86139.4841528466,112674.910282605
833,2040,-7853.1471892333,703.133314848669,13729.7502606905,59233.5701907562,86093.4020145743,124278.559578646
833,2045,-7156.93155002791,928.541806585218,13864.0551588724,52938.0864866868,85114.3750483069,137663.055873444
376,2020,50002,50002,50002,8655541,8655541,8655541
376,2025,-430093.373456383,57387.6973181111,503754.593487627,8828555.02468897,9321641.60522059,9773865.54557722
376,2030,-560635.24495656,83617.6624319449,692075.478257389,8956229.59507227,9971716.34679522,11096959.9205608
376,2035,-623540.074254452,48026.0506010428,816056.276175107,8886817.69153954,10643170.4491286,12499819.5540866
376,2040,-685532.986188002,55007.5891145758,895958.4225538,9002086.77725055,11315782.1237668,13939577.3798415
376,2045,-667640.910504664,107721.03692445,1035719.89872336,9036532.45012302,12069922.4539063,15748103.5801563
380,2020,744713,744713,744713,60461828,60461828,60461828
380,2025,-560584.629113696,579250.127662755,1701815.47950842,58631013.7823923,59859946.8615488,61039751.3003159
380,2030,-858289.86594378,454595.084827728,1888321.04269945,56489947.5964444,58992029.0556277,61451491.4347133
380,2035,-941171.479153374,393168.819455688,1946300.24416775,54368261.2252946,57916619.0437253,62031342.4973187
380,2040,-989234.468827814,322753.308606815,1982346.20953533,52507821.0978952,56749547.6366298,62447728.802941
380,2045,-1064842.81844403,336255.124388032,2025450.85172139,49755998.9625604,55343745.5842551,62863046.9555876
388,2020,-56658,-56658,-56658,2961161,2961161,2961161
388,2025,-164992.038963093,-53181.9679302888,57446.5563158257,2904396.58362077,3021247.97042304,3139359.43200487
388,2030,-195289.865806366,-52276.9710029714,109971.894444912,2807629.10199813,3067215.49355554,3325298.42123714
388,2035,-204183.747473312,-55759.3710827699,132508.853226976,2666976.96224207,3070933.84385067,3520683.35952937
388,2040,-218923.171261237,-49214.3086684617,160025.249582346,2538790.8570623,3060606.11054501,3751415.42736967
388,2045,-210264.364048434,-49847.7837860611,178979.220124347,2369128.74687438,3045625.60845951,3938929.03655078
392,2020,357800,357800,357800,126476458,126476458,126476458
392,2025,-672984.312371231,289874.734141448,1216512.82000691,122740216.854291,123966162.470786,125140668.34852
392,2030,-904002.540501435,229199.629935933,1298712.60061347,118296206.046089,120784173.89904,123288422.658913
392,2035,-1002384.43328354,191225.070651346,1472236.97033667,113308646.658949,117143216.192607,120999150.256484
392,2040,-1039032.33306808,224347.861051324,1585905.42615072,108124767.832689,113313108.197656,118292142.044936
392,2045,-1107301.53464515,172043.833676541,1517515.76491107,102932847.600751,109390391.492603,115821452.386006
400,2020,51099,51099,51099,10203140,10203140,10203140
400,2025,-1361274.4329655,67791.6882623606,1372450.78086756,9763795.48404608,11159931.0579581,12495261.6544706
400,2030,-1515205.29459511,-34415.3199987291,1691107.06137112,9491284.60973748,12029263.8104177,14730791.3082029
400,2035,-1631711.64153551,27736.4710812393,1987834.79577266,9302228.43486233,12858785.5326508,16984313.4175989
400,2040,-1609538.15518728,39650.4329922929,2213936.9050416,9232352.59947583,13823078.1663258,19317412.7176765
400,2045,-1735361.05962066,68408.3732799236,2486898.28560164,9076470.40940719,14357426.376269,22013854.5106649
398,2020,-90000,-90000,-90000,18776707,18776707,18776707
398,2025,-1187903.55873455,-86104.8159461009,1013847.72219951,18606981.1399461,19708455.431585,20818124.4864357
398,2030,-1468203.53817537,-104914.918779979,1291971.82493885,18014642.5001965,20464081.4294158,22893872.3115521
398,2035,-1511540.2244098,-162321.465380034,1590117.2384985,17584874.0914317,21065482.8125916,25161070.5336013
398,2040,-1617874.27924658,-140065.916813775,1898976.39551429,17053944.2319737,21671041.5905212,28052006.6541369
398,2045,-1725806.02292276,-117876.409517609,2183379.81465541,16592011.2477106,22313372.5613932,31080167.6069948
404,2020,-49999,-49999,-49999,53771300,53771300,53771300
404,2025,-532526.998049227,-49008.9025430871,404059.62741571,58869713.4589654,59969521.9724948,61045630.6941632
404,2030,-678267.918167618,-45892.34602073,602239.910508372,63915517.2426143,66427407.7888534,68915685.9801963
404,2035,-817002.229397894,-76311.1956784599,697670.281725548,68731777.5389519,72917523.3470865,77296818.9517495
404,2040,-910179.491554569,-50167.0956583241,838375.423705821,72899493.6164134,79482094.743337,86240229.7626914
404,2045,-1039066.30528635,-27244.0602599954,1026055.9312057,76787667.3999569,85710192.4553714,95145432.2593828
296,2020,-3999,-3999,-3999,119446,119446,119446
296,2025,-7108.74565240713,-3195.45889793038,240.197161812672,124526.888644586,128611.718160404,132552.121003733
296,2030,-7529.59186289926,-3065.58181109632,1092.93488741255,128357.055775873,137069.062916307,144807.536221595
296,2035,-8281.33650871413,-3200.75108697942,1595.49038831255,131576.584554635,144547.27551759,157429.165316441
296,2040,-8819.47375527485,-3308.09518477732,1908.65747947245,134036.677818052,151740.257881707,169199.810607734
296,2045,-8764.22940907341,-3379.07790577697,2276.22195709376,136255.792026901,159022.027458048,181422.248157102
414,2020,197600,197600,197600,4270563,4270563,4270563
414,2025,-789541.978477789,113491.507440863,1468701.1172571,3653006.41175022,4545496.75675686,5878212.7900317
414,2030,-874514.161449274,128084.385123096,1519730.98641513,3289103.29181123,4888026.05024431,7132431.91464651
414,2035,-932250.715965699,95773.30860904,1810160.57809113,3003403.33493891,5110880.50526887,8148425.41225303
414,2040,-1035021.35008813,100240.828543304,1680371.35775724,2747222.65051073,5324719.95330688,9262830.87010574
414,2045,-929797.534247807,78563.4737751209,1731068.58669793,2503636.56623149,5601875.39784923,10388801.3780665
417,2020,-20000,-20000,-20000,6524191,6524191,6524191
417,2025,-287111.699829702,-19677.366451366,243638.912399648,6764024.84828079,7046253.41789231,7323108.86561854
417,2030,-363774.268084527,-27657.8330861451,341343.361445745,6949342.41448314,7513191.03062574,8131734.34232858
417,2035,-390586.541341352,-31331.0176952688,353401.275645735,7092517.92457654,7969215.29813473,8976535.4152527
417,2040,-442769.467945611,-44820.0054334071,419183.774712897,7148628.45968658,8435421.92827547,9920978.1568616
417,2045,-468146.474036913,-37818.8531380146,450944.037190942,7205633.2827049,8853611.27947746,10832417.9149155
418,2020,-73518,-73518,-73518,7275556,7275556,7275556
418,2025,-309243.782111991,-88757.0994829781,129359.380174046,7522338.96523265,7772246.23785495,8015645.59121291
418,2030,-346424.959897035,-83220.4458354598,180307.494263379,7757487.04122595,8201436.16618606,8709608.97789525
418,2035,-342782.135264262,-96078.0011006504,205361.453356658,7911879.01203542,8603365.6052373,9329655.45807442
418,2040,-374433.364791676,-97271.4368620976,201006.584791016,7966627.95957802,8900299.78289518,9962382.67301473
418,2045,-388508.431951851,-91801.5589905106,229486.029626009,7984241.61781514,9150836.87715171,10521103.9172578
428,2020,-74186,-74186,-74186,1886202,1886202,1886202
428,2025,-127066.589869073,-57527.1926608411,5556.09392626591,1710571.86794628,1780803.99052343,1843941.60660551
428,2030,-125526.702512198,-45404.504293202,29213.1102744797,1537735.87751399,1670060.08124304,1804883.96274933
428,2035,-115798.259890698,-37201.0764388065,37199.4255208337,1363009.68917031,1565825.88610477,1771409.0877108
428,2040,-105790.346653118,-28811.2469254985,47294.6125071093,1204034.33706925,1471482.98101324,1756098.26059709
428,2045,-98848.7729683873,-24311.9648039796,51651.8568174177,1059576.26931648,1386028.82787797,1757895.75118503
422,2020,-150060,-150060,-150060,6825442,6825442,6825442
422,2025,-1178910.91382834,-43591.7184070723,1071677.47387219,6067042.27900959,7202025.29633313,8318799.11770161
422,2030,-1188052.88875602,-17574.8914296122,1272166.12258491,5599924.1392252,7547049.9355304,9438511.23029673
422,2035,-1239440.88012945,1050.98249489475,1375016.65230091,5342075.55322332,7732662.41895655,10824594.5930943
422,2040,-1191109.43277618,19548.7465191919,1431859.92986803,5198058.31008162,8004092.88000399,11858049.8557837
422,2045,-1238075.09885534,7750.36848008955,1552523.46233532,4990006.47646204,8187883.65893922,13267835.0207703
426,2020,-50234,-50234,-50234,2142252,2142252,2142252
426,2025,-118197.466858438,-46323.0620974741,17957.9354303732,2154988.41955043,2232660.78276112,2306109.08398002
426,2030,-135163.034255393,-45459.7934777745,36782.4605316928,2163878.09456846,2320211.54437578,2478103.28985416
