country_code,year,q05in,q10in,q50in,q90in,q95in,q05out,q10out,q50out,q90out,q95out,q05net,q10net,q50net,q90net,q95net
484,2038,647551.95,801226.4,1770854.5,4063017.5,5151279,772172.65,943193.3,2123904,4791790.4,6087429.85,-4288623.35,-2933908.4,-241070,1997619.8,2863636.7
496,2038,4369.65,5282.8,9565.5,19949.1,25404.25,5870.05,8974.5,27572.5,75344.3,109993.8,-101203.65,-67797.6,-16213.5,4458.4,10644.2
498,2038,69065.7,76104.9,114298,175565.3,205592.3,33835.9,42799.7,110437,268292.2,308806.25,-205324.95,-144314.5,6055,93844.1,122565.25
499,2038,10686.7,12434.3,21123,39824.6,47969.5,4829.4,7016.8,23412.5,61034.7,68774.4,-49602.7,-39906.2,-1846,23427.1,30846.35
504,2038,290794.25,317693.5,458042,678994.9,752725.1,290719.15,365851.2,740701,1452590.9,1810531.15,-1320730.9,-1008868,-274634,156094,277752.2
508,2038,206812.15,231469,406661.5,777001.5,969664.85,119517.9,158320.5,378190.5,944004.3,1355444.25,-871808.3,-516485.7,34352,446186.5,596097.8
512,2038,230670.6,263403,490359.5,1133746.9,1376876.85,71250.15,107985.7,360960,1028185.2,1250627.1,-725721.95,-506467,138213,733061.4,1024279.15
516,2038,45425.35,51087.6,78086,128671.6,159411.55,20984.7,27616.4,67186,167523.6,214168.85,-138189.3,-92462.5,12227,76417.7,100257.25
524,2038,176382.65,216629.9,430563.5,960372,1252403.8,68191.8,102000,442003,1813227.6,2484150.5,-1998498.15,-1376816,-10647,610294.2,894557.35
528,2038,748192.25,792964,998303,1346100.9,1489893.75,336384.75,405058.6,691807,1080363.1,1301153.3,-339095.9,-124930.1,326798.5,742145.2,866204
531,2038,2266.25,2753.9,6234.5,16279.5,20408.6,2685.6,3550.3,8807.5,16364,18657.6,-12764.95,-10740.7,-2020.5,7540.9,13041.1
533,2038,12904.6,14692.7,23786.5,43839.7,53750.2,4653.75,6093.2,14573,25971.8,30394.4,-9248.25,-4880.3,9684,30317.5,40913.25
540,2038,7996,8982.8,14671,24786.9,30975.6,3254.8,4150.2,8832,16727.9,20495.7,-6370.2,-3275.5,5670.5,17136.8,22999.05
548,2038,996.95,1136,1932,3378.6,4257.05,195.85,331.8,1760,8208.9,14129.2,-12724.35,-6361.1,163.5,2152.1,2729.75
554,2038,358444.95,397255.3,543999.5,805760.3,947931.6,131691.5,187154.5,425988,630904.4,686359.95,-201646.35,-117671.3,150434.5,459829.3,569544.3
558,2038,47314.35,57072.6,101698,198381.1,243984.95,94691.85,120358.1,210140,367080.6,438169.15,-340332.05,-262982.3,-103422.5,17270.3,52352.5999999999
562,2038,123993.85,143715.5,248971.5,476564.4,642798.4,112851.75,149747.5,358788.5,912696.3,1207461.35,-962851.45,-662724.6,-97040,214559.3,341219.55
566,2038,531373.8,593874.4,902300.5,1448280.8,1620655.1,492813.45,675448.9,1550995.5,3741814.9,4926814.39999999,-4205627.4,-2748747.9,-575887,371540.5,613921.8
578,2038,247812.7,264367.3,335327.5,435191.7,471086,76165.9,96068.1,182392,299331.9,342924.65,-26965.9,17961,153402,283533.7,319313.65
583,2038,587.95,699.9,1443.5,2969.8,3959.5,1070.25,1713.1,5674.5,14554.3,17059,-15529.25,-13330.9,-4100.5,186,1082.1
586,2038,1317029.45,1489491.1,2518565,5109625.9,6164501.3,720220.85,1007632.4,2913452,6367281.1,7098694.4,-4785092.6,-3759356.4,-265114.5,2761494.4,3936433.85
591,2038,65685.5,74418.8,113597.5,190013.4,223038,39047.3,53283.2,120478.5,262544.9,327191.25,-212030.45,-155889.5,-7559.5,96183.0000000001,131103.45
598,2038,4302.8,5161.2,9282.5,18366.1,23345.75,803.05,1844.7,15793,107796.8,195519.25,-185428,-99284.3,-5709,10006.2,14257.35
600,2038,67884.9,83910.9,154254,307757.9,377720.65,101717.95,128983.3,262782.5,529635.2,642620.999999999,-469216,-352547.3,-97225.5,90398.5,157097.75
604,2038,119848.35,140195.7,220104,378978.7,453104.95,141814.5,229507.4,706725.5,2100890.2,3006973.4,-2713498.95,-1842456.9,-456999,19598.6,113262.75
608,2038,496869.25,550213.3,795462,1235306.6,1464667.35,505339.75,616111.8,1383936.5,2731688.5,3221749.45,-2421022,-1893656.6,-529522,291990.5,503948.899999999
616,2038,453685.6,495500.5,708714,1130082.4,1268285.8,342554,430194.9,907465.5,1828008.1,2289637.45,-1542515.9,-1122902.4,-158402.5,417938.4,574107.85
620,2038,573484.15,621906.9,830199.5,1182140.4,1315794.1,179025.7,228097.2,489836.5,897786.8,1018198.3,-271075.6,-127474.5,358488,733598.3,871757.8
624,2038,11570.05,13020.4,22461,41875.5,49341.05,10646.6,13835.1,29199.5,72148,94752.9,-71231.2,-48421.4,-6649.5,18015.6,24862
626,2038,3752.1,4545.6,11299,32630.1,45197.35,7113.1,10925.9,44678.5,136393.6,173568.95,-161221.65,-122157.7,-28750.5,6204,14763.65
630,2038,87150.5,109561.4,249659.5,591077.9,767154.1,97113.95,125642.5,225563,340410.1,393272.35,-171582.75,-136782.5,34295,344983,505456.6
634,2038,233654.8,253873.3,392809.5,633714.9,751811.75,71035.4,105682.6,316924.5,637472.4,747702.75,-380002.2,-237158.2,90236.5,384778,502898.5
638,2038,16617.5,18542.2,30366,50162.9,59329.45,9152.7,12694.2,29864.5,63802.6,78521.45,-49288.55,-32946.9,773,26369.7,36187.45
642,2038,242064.85,268401.7,390634.5,579647.4,675306.2,241383.45,326886.5,860610,1447041.2,1636968.55,-1236946.3,-1058268.9,-447556.5,97883.3000000001,178655.2
643,2038,3089287.35,3294576.7,4244748.5,5673059.7,6154036.8,1315119.2,1643561,2651069.5,4182013.6,5080446.75,-1049098.2,-215924.3,1633035.5,3314757.4,3895016.8
646,2038,155316.25,200228,466300,1271557,1700393.9,32113.3,51830,289924.5,1253553.2,1828154.8,-1265463.3,-748274.1,165252.5,939005.1,1305123.6
662,2038,5730.65,6396.6,9383,13920.9,16266.3,2652.85,3508.2,7725.5,15498.4,18048.1,-8986.45,-6204,1677,7730.4,9898.35
670,2038,3542.7,4038.5,6519,11524.5,13540.35,2230.25,2769,5250,9641.7,11122.65,-5292.5,-3590.3,1441.5,6755.7,8629.85
678,2038,3258.75,3697.4,6188,10645,12304.75,4825.15,6415.8,16106.5,35115,41035.65,-35107,-28426,-9897.5,1074.3,3270.25
682,2038,2133559.5,2365477.4,3488050.5,5100672.7,5675690,838362.55,1081693,2220673,4529526.4,5546652,-2427173.7,-1086546.6,1198035.5,3195448.8,3764778.4
686,2038,108177.6,117338.9,169815,261107.3,294104.2,116592.5,152474.7,366054,857455.9,1145520.3,-956112.65,-693106.3,-197793.5,33338.8000000001,88612.8
688,2038,176851.5,196138.5,277356.5,434443.3,499488,60215.8,81913.3,212071,523516.9,659129.7,-390645.2,-245157.1,69978,267293.1,334420.15
690,2038,5120.05,5743,8972,16738.4,21741.7,1768.95,2409.6,7052.5,13790,15641.9,-7015.8,-4599.7,2263.5,10890.8,14586.1
694,2038,42062.05,49920.3,96442.5,233533.6,315520.6,9063.1,14734.5,73361.5,355025.1,535126.699999999,-416587.1,-230963,24311,159821.9,244164.75
702,2038,519021.9,599606.4,990480,1791673,2133277.95,143176.2,187318.6,448636,807131.9,886944.15,-72496.5,50432,544892.5,1304949.9,1656975.6
703,2038,76297.05,85571.8,118813.5,188558.3,223320.9,37030.9,45035.6,98678.5,201546.3,252985.7,-129858.65,-80588.7,25485.5,106799.4,135903.45
704,2038,312923.4,344708.4,491817,810593.1,987796.85,264723.65,348909,969760,2580867.3,3334766.95,-2857073.95,-2032056.8,-436525,220948.9,385820.149999999
705,2038,44002.1,48583.7,67471,101169,116510.85,26831.1,33755,69080.5,129729.7,157684.35,-91278.45,-63726,428,48153.8,63710.4
706,2038,148929.1,171389.4,310302.5,723738.5,901543,108254.65,157892.3,658223.5,2257447.6,2715193.55,-2400975,-1852890.7,-315076,286934.7,456979.15
710,2038,1229184.8,1379366.4,1905193.5,2727319.3,3114837.9,206764.35,262202.6,575319,1264038.2,1671863.2,111288.7,435134.5,1287480,2160969.3,2466295
716,2038,96840.5,112448.5,203482.5,412150.5,507460.15,340485.6,443156.2,959855.5,1818539.2,2092820.35,-1872830.9,-1593860.9,-722838.5,-182098.4,-55447.9000000001
724,2038,1925709.5,2082374,2665979.5,3438500.9,3647622.4,428396.25,579889.8,1702615,3854527.5,4563409.25,-1828966.65,-1173617.3,1022543.5,2317585.6,2592263.75
728,2038,31352.55,39942.6,97610.5,274480.7,396795.5,77957.1,121415.6,571754.5,1414258.1,1665047.8,-1533476.45,-1271905.9,-434057,23159.5,112516.5
729,2038,466478.5,527504.2,844640,1470384,1708346.35,297869.85,461307.6,1843873.5,5169848.2,6481404.55,-5470680.3,-4207855,-876155,502051.1,694001.4
732,2038,11901.6,15723.1,42018,149846.6,201462.4,7826.1,10074.8,22871,52739.6,69425.8,-28389.2,-17253.4,17672.5,118631.3,185184.85
740,2038,19231.8,22509.3,40170.5,75672.8,88137.2,18704.9,23447.9,40839.5,68609.4,78960.35,-42521.25,-33408.9,-431,35905.6,53938.5
748,2038,6954.8,8429.7,17248,41379.4,58965.1,22158.55,28060.6,58193.5,117388.1,140641.8,-123072.55,-95470,-37195,-1772.8,9834.99999999999
752,2038,544941.6,577924.6,743628,1005788.8,1155256.1,169020.6,229747,473365.5,840994,984210.9,-270069.65,-111204.8,300909.5,635433.5,741002.3
756,2038,721473.05,773289.1,989386,1330959.6,1453391.1,191558.55,250207.7,535117,964604.9,1053715.75,-135713.8,-1936,448006,880730,1046640.05
760,2038,251378.9,276611.6,439684.5,785330.4,956827.6,243951.35,347143.7,1057081,2153934.3,2420486.25,-1943287.1,-1686449.2,-564919.5,190246.7,314630.45
762,2038,55358.45,66330.2,114413,216883.1,277676.25,107428.75,132183.3,267754.5,578581.6,707462.45,-598254.7,-443638.6,-143710.5,22929.3,76720.05
764,2038,571336.3,636125,1193471,2494258.4,3107788.45,112113.45,172411.8,839988,3261956.6,4747639.05,-3563104.3,-2083909,398118,1666359.8,2214825.25
768,2038,176459.7,198875.9,351471,640145,769697.3,37053.15,54294.1,236807.5,885477.300000001,1151408.25,-754807.4,-471580,110571,453274.7,578495.6
776,2038,3241.95,3652.5,6357,10903.6,12583.45,3439.85,4428.9,9272,16292.5,18705.3,-12499,-10645.5,-2761.5,3905.5,5948.85
780,2038,31194.15,35295.7,61197.5,112686.2,138230.2,22841.5,29368.3,64614,123928.1,142936.65,-83890.35,-67189.4,-2271,56136.6,78837.3499999999
784,2038,1504418.9,1728564.9,2702320,4873712.6,5804707.85,621317.85,777932.4,1578253.5,2690435.5,3207208.8,-715676.5,-305110.4,1188811,3136257.9,4233279.9
788,2038,77661.65,89210.9,139519,246207.8,288190.15,36142.6,52303.7,172958,535466.7,682770.15,-546056,-396285.2,-26475.5,119279.9,164379.5
792,2038,662147.55,720763.7,1036176.5,1621157.5,1906497.85,349149.3,509765.6,1475748,3936832.3,5455481.75,-4373580.2,-2934270.9,-415342,634741.6,880092.6
795,2038,33789.45,37809.3,57286,98591.2,119105.05,27753.95,39359.1,102992,255676.8,329326.8,-264742.2,-192628.7,-41772,29432.2,41913.25
800,2038,216207.2,258425,552436,1180328.7,1481411.2,87735.1,134062.8,494677.5,1834013.6,2604719.65,-1949518.15,-1153885.4,48678.5,713457,996776.1
804,2038,976594.9,1086417.2,1544594,2277893.9,2606972.9,466246.55,608177.1,1259864,2456854.2,3049572.45,-1496253.9,-996475.2,318061.5,1216350.7,1590671.2
807,2038,66502.7,73159.7,108449,177697.2,210254.65,24138.55,32805.3,80495,168755.5,196295.3,-96250.85,-63658.3,30694.5,107631.6,144935.7
818,2038,476356.4,521779.7,744084,1112534.2,1244558.9,358770.25,458364.6,1182587,2773316.9,3260673.65,-2510175.25,-1915090.7,-433779,350469.8,477608.1
826,2038,3728444.6,3926597.3,4871574,6350954,6840316.65,994489.6,1223328.2,2409100.5,4619174.6,5466840.25,-729410.85,175239.5,2499350,4165486.6,4763239.45
830,2038,8564.9,10149.8,18861,46287.5,63993.1,5200.15,6369.9,12834,21688.5,24593.1,-8665.3,-5657.8,6664,31936.2,49100.15
834,2038,123379.4,150523.6,288010,651470.8,832510.05,83923.75,135506.9,611312,2784690,4066755.29999999,-3836522.95,-2359912.8,-293835,234622.5,444597.75
840,2038,12578242.15,13267775.2,16127704,20909144.5,23125677.45,2604436.2,3408220.6,7468507,15966978.9,19094815.55,-3274044.55,755048.500000001,8700700.5,14699579,16696980.2
850,2038,3727.85,4353.4,7170.5,13909.1,16546.75,3237.45,3865.5,6597.5,10771.9,12272.35,-5265.25,-3904.6,879.5,7732.4,10000.8
854,2038,220597.25,270615.3,567095,1169173.8,1523568.45,352302.25,406271.5,623272.5,1123706.5,1364420.55,-817904.35,-544143.5,-80379.5,545176.9,861821.8
858,2038,52726.9,59623.8,93440.5,163547.4,194581,27156.75,36950.7,95947.5,252635.5,312759.65,-217035.55,-147646.9,2327.5,88227.8,117449.35
860,2038,218845.75,246599.3,393572,658167.3,796595.8,218802.75,266170.2,469147,922571.6,1112952.35,-728361.75,-536597.2,-73069,251206.3,360173.05
862,2038,347531.1,387920.7,656811.5,1206156.6,1425925.8,404686,587821.8,1680903,3182781.6,3507580.05,-2786781.95,-2466419.6,-944998,141623.1,358401.15
882,2038,5298.5,6178.6,11704,22293.9,26923.7,12189.35,14463.9,23489.5,33930.7,37406.65,-25730.8,-22494.3,-11311.5,2001.7,6557.5
887,2038,221074.75,256940.8,445788.5,879163.2,1059611.85,153313.35,212643.8,626734,1633458.6,2171633.35,-1726017.25,-1143984.4,-150484.5,361089,555100.2
894,2038,75671.2,88852.3,149593.5,286535.8,368617.95,30279.1,49065.4,195992.5,774000.9,1161375.1,-1021780.1,-624321.9,-38727.5,142132.7,211176.75
4,2043,523705.5,641776.8,1558211.5,3476334.6,4141562.65,194966.3,320204.8,1566347,5222108,6333441.1,-4788829.5,-3452367.6,7711,2123394.9,2927034.35
8,2043,43843.5,51046.9,99702.5,191572,231960.7,36658.35,51334.3,120807,238908.2,262730.45,-167371.4,-133652.8,-20594,89076.4,134093.45
12,2043,196773.65,215257.9,306667.5,469205.9,552063.25,142071.4,191862.4,458005.5,1235261.5,1827149.35,-1494735.3,-934043.1,-149933,160815,247696.3
24,2043,242343.9,272547.1,606152.5,1914387.2,2767053.05,95200.15,120763.8,267499,689865.6,891614.55,-381581.7,-150874.4,313474,1557395.5,2419392.75
28,2043,7087.75,7768.3,11956,20149.8,23373.3,3833.85,4882.4,9982.5,15313.6,16842.7,-5855.5,-4005.2,2386.5,10495.9,14743.95
31,2043,100285.65,112868.2,182783.5,303212.7,361018.8,48077.6,63253.1,158921,397889.2,540340.45,-338707.35,-210981.4,23377,171914.4,228751.35
32,2043,567263.7,634938.9,943730,1428184.8,1558234.2,290455.2,373365.3,754568,1500044.1,1978670.65,-978656.95,-602973.7,178707,745595.8,973820.95
36,2043,2026255.05,2132917.5,2807826,3978166.8,4391511.4,792244.75,955866.3,1629203.5,2509625.1,2873351.65,-188961.55,171780.1,1219143,2443756.5,2780713.65
40,2043,456901.95,495462.8,659190,937816.5,1050304.25,126511.65,162819.3,374445,754197.4,884497.15,-244641.05,-99627.2,288009,605351,748010
44,2043,16656.65,18884.4,29636,51486.7,62710.15,4504.7,6141.6,18411,44703,53596.45,-23272.75,-13799.1,11531,33561.1,41537.15
48,2043,175845.5,201542.7,322681,589893.8,771779.6,49493.65,65420.9,153479,341052,408025.9,-120763.05,-43540,165176,451396.8,578104.15
50,2043,954082.35,1071677.7,1760283,3262420.9,3995196.2,895653.15,1277373.9,2971395.5,4905814.4,5181800.45,-3560972.4,-3166351.6,-1047963.5,1061521.5,1777890.8
51,2043,78694.3,89613.2,140087,237407.2,280769.1,31532.1,45739.3,112747,252534.8,289064.4,-153985.9,-115355.4,30812.5,140604.5,178137.5
52,2043,9654.65,11048,19053,37667.2,46768.75,5796.6,7265.2,12490,22351.7,25691.9,-9470.1,-5147.5,6521.5,25131.1,32374.6
56,2043,617797.6,670869.3,877129,1207557.1,1316988.2,175562.1,222270.8,413610,743679.3,851391.05,-39613.75,100687.1,451539.5,834994.9,967460.9
64,2043,7449.05,9381.2,24258,67672.2,93061.55,2687.9,4147.1,18517.5,67628.3,84757.2,-65838.7,-41334.7,6029,50936.5,74388.5
68,2043,94435.9,104800.1,163183.5,287568.7,344192.35,112400.85,141092.8,288268.5,609064.7,789799.15,-607957.55,-442772.1,-113143.5,62800.8,123272.2
70,2043,94221.55,106388.6,150662,222381.2,251818.9,29585.7,44591,120643.5,247532.1,279614.4,-133726.4,-93420.5,29728.5,133418.1,161999.2
72,2043,39795.25,45296.9,78214.5,150492.6,183845.5,7951.4,13018.6,61259,221659.6,289284.15,-208127.65,-138151.6,16420,103402.3,141507.05
76,2043,435881.8,466588.7,626900,851808.5,934353.35,303603.4,370836.9,857029.5,1918672.3,2485247.5,-1756289.25,-1327005.8,-233019.5,297007.1,413926.85
84,2043,13021.55,15209.3,27246,52069.9,65467.2,4476.75,6199.8,18058,53322.7,64449.9,-38064.55,-25003.7,8248,35496.2,46194.6
90,2043,373.9,434,830,2573.5,3878.95,3166.35,4716.8,14143.5,44006.4,59882,-58819.15,-42792.1,-13077.5,-3105.3,-1332.5
96,2043,24854.4,28254.1,50519,96374.8,117266.2,10035.35,12158.7,25254,49918.6,58458.05,-12827,-4875.2,23551.5,71461.7,89277.7
100,2043,105937.3,119131,198169,429186.8,555171.15,56257.4,72302,193236.5,428213.4,503068.2,-289007.6,-230898.9,19397,241299.6,368687.35
104,2043,106029.6,125048,251000.5,736959.3,1060190,280888.4,378831.6,1249092,3487590.8,4401123.3,-3956146.2,-3134456,-887672,3075.70000000002,268681.85
108,2043,76279.7,96825.3,305685.5,933858,1394989.9,39479.25,63812.6,267418.5,1034883.9,1502434.4,-1096660.35,-669969.1,42027,645831.7,1065756.35
112,2043,221222.35,248156,378839.5,608504.8,726917.35,117414.8,139457.4,264441.5,492846.5,629276.4,-261060.75,-139931.8,119397.5,371960.3,482035.9
116,2043,111323.05,132173.7,266584.5,704553.3,1001761.65,70837.75,103849.2,432221.5,1461045.9,1892084.85,-1584688.5,-1097695.2,-132392.5,359182.7,582540.399999999
120,2043,116874.75,148243.1,288900,618258.4,797013.85,110501.1,160934.7,461052.5,1376943.3,1869051.4,-1556385.55,-1040626.7,-165090,254714.1,405457.4
124,2043,2892242.55,3070284.9,3948734.5,5352288.3,6149362.05,725474.45,889366.7,1594812,2512200.1,3176640.9,614284.8,1066914.9,2360528,3863116.2,4519743.4
132,2043,19877,21977.3,31590,48004.4,52984.05,12787.5,15456.7,29619,54516.2,65372.1,-32990.8,-23118.8,1947,21699.1,28248.35
140,2043,59218.75,73037.2,159890,384229.7,544445.6,61696.75,90283.4,287628.5,708062.5,798851.85,-642707.35,-525899.4,-121116,166764.6,276840.65
144,2043,169008.9,187942.7,270199.5,432870,499473.7,243168,358038.1,759360,1483752.5,1787372.9,-1469539.7,-1204198.7,-464682.5,-51485.1999999999,49735.3499999999
148,2043,181742.05,238671.6,535914.5,1390628.8,1906765.55,43191.9,70857.4,345419,1367840.1,1959010.25,-1234843.5,-787298.9,174508.5,1064287.1,1526826.3
152,2043,234513.35,262652.3,398674,657411.6,789639,114360.75,163763.7,472214.5,1294857.6,1621650.75,-1221536.15,-875968.1,-74259,340412.9,455904.55
156,2043,1077058.8,1201919.8,1637566,2384529.1,2616960.3,1095690.35,1510247.9,3874584,10893401.1,14354764.85,-12258766.75,-9296689.1,-2225851.5,172151.1,703730.799999999
170,2043,317099.15,368469.2,735287,1489874.4,1853936.9,375504.55,509251.8,1172873.5,2627749.7,3418729.85,-2586990.15,-1869945,-385267.5,534736,835170.999999999
174,2043,14751.05,17625.4,30232.5,54207.3,63082.55,18848.45,24276,45317,80307.4,94386.5499999999,-62663.4,-47505.2,-14236.5,13743.4,24107.6
175,2043,11755.9,14387.5,26141.5,47536.2,55478.85,7839.85,10426.4,25619.5,54809.4,63556.75,-36442.25,-28374.3,623,23926.6,31393.7
178,2043,163144.25,188133.2,330481.5,772433.1,1078731.6,55948.3,77625.4,222421,631386.5,833275.4,-482234.1,-296056.7,114632.5,514752.4,835148.15
180,2043,519820.7,591382,1054489.5,1884332.6,2245726.35,139714.8,234312.6,1110068,5142917.5,7994226.39999999,-7044599.85,-4105719.1,-89280,1159037.9,1551924.75
188,2043,87106.7,99443.5,158819.5,275927,324002.7,40490.1,53294.3,143966,358617.2,457122.35,-283324.7,-203808.6,18824.5,155848.4,197440.75
191,2043,111067.8,119130.4,185861.5,287077.5,330044.85,52098.65,67849.6,154278.5,293604.3,324013.95,-154661.35,-115232.3,27484,159524,193998.85
192,2043,80488.35,95633.7,206481.5,486072.3,641784.199999999,67960.9,94915.7,236657.5,557121.3,739668.75,-484266.8,-364210.9,-25256,251961.2,376523.85
196,2043,80938.7,87338.5,124510.5,187704.2,218165.2,18606.55,25107.5,57411.5,126207.6,143859.3,-22044,-980.19999999999,67043.5,134104.1,161760.3
203,2043,218389.45,242524.8,363149,558499.8,646004.75,61397.45,83843.5,217647,515411.3,713921,-347008.25,-171790.2,134510.5,370554.3,449223
204,2043,226784.2,264412.6,485258,920781.2,1114259.1,101622,128327.7,426712.5,1202658.2,1592571.2,-1077686.3,-704949.7,54593,550915.7,783635.75
208,2043,253337.75,270805.4,338310,440790.5,484065.15,64397.25,81288.7,191395.5,381397.4,474275.3,-127357.95,-51677.5,151305.5,298061.8,345305.7
214,2043,207132.45,224954.6,372764,627740,752542.8,205139.9,256853.1,493091.5,888063.5,1062985.35,-685789.45,-529032.4,-103632.5,219692.8,340205.25
218,2043,176668.55,199855.2,341276,648569.4,828286.8,117288.55,165221.8,475580.5,1254876.7,1636225,-1234763.95,-886802,-140894,307758.5,445972.2
222,2043,64049.85,77447.5,162086.5,377141,483309.55,181789.3,208969.3,329581.5,502992.2,587939.9,-409508.55,-339405.2,-158219,63977.7,168166.4
226,2043,66706.85,80117,147541,254113.8,288606.7,9547.85,12385,24894.5,49867.1,68418.75,32936.3,50324.9,120546,223238,266261.5
231,2043,528709.15,639332.3,1187408,2322050.1,2765149.65,95298.95,154701.2,556531.5,2012285,2983039.9,-1733949.45,-867449.2,587652.5,1732470.6,2212808.25
232,2043,49076.05,59071.6,131807.5,386921.5,564413.9,36720,56614.8,225227.5,510844,592428.85,-447239.45,-362045.2,-69878.5,186965.9,334517.25
233,2043,38492.85,43649.2,63119,96832.9,110478.2,9272.8,13106.7,38632.5,97885.5,122797.3,-60344.9,-36130.3,25073.5,65886.6,79722.4
242,2043,18837.8,21258.3,31920,50238.1,56805.8,13120.9,19991.1,52046.5,104919.2,118850.05,-87266,-73367.8,-19823,17111.4,24747.6
246,2043,141597.6,155144.6,214666,320712.2,377329.6,32525.55,41030,96419.5,249902.8,318224.2,-110078.65,-28563.4,116862,228981.2,277030.9
250,2043,2718320.7,2923700.1,3680449.5,4723701.4,5177131.55,1100122.75,1377224.7,2020791,2990749.6,3882196.1,-256535.35,454856.1,1671170,2881188.6,3283716.3
254,2043,18223.85,19947.3,30395,47295.2,56305.55,7178,9397.3,22490,47210,55125.05,-25473.9,-16553.9,7745,29412.5,36684.65
258,2043,2932.85,3328.2,5914,10476.1,13068.55,1471.9,2332.7,7859.5,24797.7,32096.2,-24182.75,-18732.1,-1695.5,5340.1,7606.95
262,2043,12076.2,15612.3,42969,114281,150176.65,3690.4,5590.6,23936,86002.3,118547.75,-67240.85,-37094,16562.5,84624.3,125334.7
266,2043,182915.65,198060.2,321362.5,539502,646786,67550.75,90836.7,189549,333267.4,397159.5,-105749.25,-47445.9,141727,379407.9,459504.75
268,2043,50063.05,57221.9,98012,167679.1,205314.95,25205.95,34535.1,114669.5,282697.1,337741.7,-240717.55,-178899.7,-19076.5,87234.6,121525.3
270,2043,36250.9,43140.7,85692,198594.5,241828.55,48143.9,60770.3,130903.5,266499.2,331895.5,-244977.5,-183192.8,-41675,78368.9,136829.55
275,2043,332400.45,384159,624382.5,1053079.3,1181574.95,137769.45,191041.5,518048.5,994295.9,1084412.55,-503532.25,-376286.6,116450,585697.1,766006.5
276,2043,4058255.45,4255515.1,5384204,7277510,7925335.75,682439.05,994284.4,3019532,7321129.8,8583539.3,-2948956.35,-1872111.9,2389478,4957314.2,5873891.5
288,2043,258906.95,298384.5,508755.5,932084.2,1121466.7,111932.5,157844.1,544305.5,1729744.9,2323989.1,-1890495.15,-1159325.1,-9703.5,507628.1,699499.65
296,2043,243.95,272,479.5,963.8,1158.9,477.85,820.4,4395.5,14649.5,17708.25,-17168.5,-14262.6,-3838,-268.9,57.8999999999992
300,2043,388096.15,419617.4,595473,875233.4,1006267.8,107571.2,159957.1,446564.5,823688.8,964771.85,-393609.95,-263459.9,156275.5,553703.5,651910.15
308,2043,4207.6,4879.8,8344.5,14638.1,17534.65,2648.95,3375,6358,11351.1,13353,-5755.75,-3625.8,1722.5,8975.8,11713
312,2043,8912.8,9985.3,16026,27774.3,32881,3031.75,4527.6,16614.5,36250.2,41499.65,-25671.65,-21098.8,454,14988.3,19661.65
316,2043,6593.8,7871.4,15160.5,31644.9,37464.55,3892.55,5123.7,12792,24825,28494,-14714.7,-10724.5,2858.5,19285.6,26248.5
320,2043,55422.45,65216.7,129073,294745.1,397595.65,78664.6,104903.4,281200.5,813406.3,1208396.6,-1017540.5,-649172.9,-137450.5,76847,142108.4
324,2043,93817.25,114842.1,217854,445695.4,556958.75,38131.65,51825.2,199493,724101.7,1192642.5,-958197.35,-500523.8,17323,276077.6,394315.7
328,2043,24334,27916.6,49976.5,97757.4,117197.4,27567.65,35130,71040.5,110524.8,127227.9,-75464.4,-64336.9,-16805.5,34676.3,56044.0999999999
332,2043,77602.8,92443.9,169926,333595.5,406736.4,223996,260331.3,453163.5,748138.5,882260.9,-689358.1,-572140.8,-275336,-38171.6999999999,46574.3499999999
340,2043,44461.1,52920.3,96885,211630,281559.8,64994.15,82068,187855.5,422369.1,569159.4,-449375.15,-324856.5,-80242.5,71554,127778.65
344,2043,482766.35,592020.1,1136174.5,2717897.4,3748819.45,189218,267035.6,619651.5,1091119.7,1241043.15,-201269.8,-76971.3,523938,1981417.6,2855359.8
348,2043,203211.5,223351.5,302890.5,441991.5,502274.25,74233.4,104599,258628.5,559941,705699.4,-362125.45,-248619.7,52630,247566,302013.75
352,2043,16172.25,17399.9,23278.5,33746,37047.05,4976.55,7144.6,21315.5,36635.7,40770.15,-18344.75,-14392,3046,19172.2,24060.75
356,2043,2797149.25,3140922.5,4456659.5,6420183.4,7056069.35,2496578.6,3471146.1,8481226.5,19142804.4,23960778.65,-19733801.35,-14597076.1,-3808170,997597.3,2050960.6
360,2043,497454.3,560081,830126.5,1318411.9,1536517.95,311679.55,471990.1,1671543,5287668.3,6543979.25,-5680360.3,-4355175.3,-839482,455768.7,620040.95
364,2043,393433.85,473635.6,1019331,2579168.4,3280743.1,210815.75,319190.1,1007715.5,3403793.7,4914119.05,-3729555.95,-2184037.5,37556.5,1496154.8,2205588.8
368,2043,292585.35,321998.6,475969,738317.6,891792.2,74676.8,121139.7,647597,3417552.9,4733569.2,-4183606.65,-2934455.5,-162290,398001.9,520462.4
372,2043,308829.65,338066.7,477450.5,759785.5,885182.4,61897.45,83681.3,221148,514291,585034.2,-146966.4,-66785.4,257354.5,561965.8,673196.7
376,2043,585562.2,616563.4,833182.5,1193035.8,1374423.95,122155.95,159794.2,402972.5,903037.9,1157209.2,-294957.25,-108642,431599.5,841551.6,1006847.75
380,2043,2375186.5,2526624.8,3135164,3953951,4226674.95,358192.1,503100.4,1431271,3774401.8,4534320,-1462514.15,-531194.7,1666421.5,2814704.4,3174199.8
