country_code,year,q05f,q10f,q50f,q90f,q95f,q05m,q10m,q50m,q90m,q95m,q05t,q10t,q50t,q90t,q95t
426,2033,1018764.00930117,1062421.59621715,1204489.97268013,1321488.00641722,1344698.82829108,980149.225320309,1026308.85063269,1166764.37797656,1284040.02770851,1309783.11899643,1999041.67823001,2090434.93111101,2371205.21134924,2604591.70330732,2654635.54103448
428,2033,780400.397487756,805293.337284462,884755.722746148,956138.782786677,979879.362088294,664568.171547436,690997.702806442,768823.904846376,842284.109891666,867978.486214407,1448450.77745328,1497524.19092138,1652857.84892079,1799229.0431242,1846941.0949387
430,2033,3102078.47150777,3243892.79376221,3569351.92484912,3796787.43311091,3869221.78814981,3150187.86279189,3294050.81590737,3629959.6072142,3869497.37372341,3935735.17305828,6250439.89072479,6543432.22324251,7199307.27816103,7668477.82491713,7804775.7293384
434,2033,3530959.93370752,3656834.00597858,4025002.72553873,4263797.45796397,4317953.48929206,3553986.9778415,3693769.46682334,4064021.2403855,4319233.53726604,4375910.92898391,7092425.47398312,7356948.22538711,8086266.64198464,8578580.18763666,8694055.01694715
440,2033,1022520.40041295,1046498.66934443,1135302.97646349,1240606.05103264,1271949.46222232,847583.245243329,868742.638579333,960003.624991873,1068446.77069629,1098314.78360921,1870364.26320588,1915778.78524775,2095442.60750485,2311800.72850468,2370981.8588169
442,2033,305741.834418932,313944.497993106,351650.961742602,404939.256226016,421951.302229129,310435.387142586,317550.032694924,356951.714375469,412539.138131085,429874.510579625,615978.057639685,631279.79377614,708726.403731147,817993.730593967,851884.639844883
446,2033,339824.197790073,353559.259243838,419251.247827201,568248.414680356,647450.568367463,314572.36628992,329269.815248825,399987.525449081,563961.344851458,653443.694176645,654049.703856168,682158.495584747,819119.645055347,1130703.92613342,1301510.73642659
450,2033,18772273.1415481,19081830.1294663,19914159.6774283,20708013.1425188,20850836.3082539,18678308.5515937,19016944.7777526,19866034.1491546,20671630.2535181,20821472.4324466,37469177.4033337,38110255.4341925,39783288.4147314,41370426.4871823,41668409.3401255
454,2033,12844027.7809816,13169833.6073636,13992112.5520079,14709250.1092558,14986305.7466843,12469372.440197,12797997.5842034,13636771.4888376,14374956.7082199,14664213.8195825,25329425.4342011,25969665.2844705,27637690.601587,29103393.8699357,29647172.0665038
458,2033,16950543.5646258,17400106.9799255,18583055.2031324,19884167.4059405,20219475.5334807,17550024.0839879,18035291.3251597,19275375.5416424,20619720.2597482,21009296.0141383,34500567.6486136,35437452.3082197,37846323.3241912,40510579.600495,41222274.1146378
462,2033,236737.961756429,240831.784645902,257021.676682865,283564.1259301,294630.895259028,373646.697366424,379037.515122947,398273.72100948,426777.853617394,437719.979121097,609420.396468595,619902.395915303,655616.386944037,710318.291379805,731680.15244867
466,2033,13376856.5730346,13757865.2374953,14835952.1425491,15737882.4702418,15951743.5642735,13580191.9865025,13982161.7197418,15102823.9245673,16027609.8134342,16273766.3554106,26960289.1251641,27740876.0763781,29932186.8803523,31789331.3295759,32232297.0224401
470,2033,179935.235864041,186467.199381614,207870.920482426,238572.689446153,249761.622159402,181067.661509802,187348.507042655,209776.623126192,242188.705317149,254470.675092443,361627.610189244,374066.687112277,417889.435439864,480435.36878667,504816.695216414
474,2033,168517.89772054,174784.7414549,196882.226641521,211630.75646279,215794.15401523,140265.878460059,146070.448036479,167791.298284137,182116.335914323,186508.192930118,309817.455214337,321046.084412473,364723.046503869,393627.687466633,402461.614224849
478,2033,2997046.51926523,3069982.34321314,3237454.9804675,3376955.59397189,3432114.62055557,3036272.9048514,3106431.77768183,3281809.21739672,3423472.88107009,3472797.86489319,6033361.9324117,6176697.12683429,6520883.88825529,6800613.26017448,6895498.23314896
480,2033,599600.430156533,613082.253757365,649366.455138397,681995.362721014,689534.120196954,567172.354402919,581385.796305104,618789.812528463,653784.4688096,663381.603732145,1166428.96002938,1194421.31339022,1268144.21247536,1335996.41555537,1352070.3496845
484,2033,69327975.5739494,70662553.5955926,73974082.4501826,77302685.3754054,78232940.8783778,66398102.9749234,67533093.7915946,70961163.2037726,74419958.5724063,75467319.9454084,135678505.722263,138210812.626743,144916594.413049,151744188.545031,153661171.424936
496,2033,1888539.06412859,1910466.35320936,1972566.72953711,2026604.80073244,2035616.59551653,1799508.16063422,1821338.05173185,1883065.66027853,1938279.04985329,1949201.81337193,3687374.6685467,3733517.93749172,3854768.89761188,3964777.52369766,3985337.43609518
498,2033,1735507.05830427,1799816.55256362,1969495.35375658,2087936.88943127,2114810.85001522,1542859.20142519,1617145.31361647,1782093.93569476,1905225.41310034,1935496.1413339,3281545.16911483,3415183.41485249,3751136.84827007,3990841.51493961,4044235.26167412
499,2033,248508.879466856,259431.233440356,306978.905845469,337155.016950917,344745.625561191,239288.962297651,250761.078486989,300781.669249248,332501.839453828,340892.003577236,487766.213090567,510021.882983147,608085.373878168,669571.655623382,685433.357502627
504,2033,19935311.5850674,20255462.6068128,21082199.7871926,21829125.8298242,21995897.0260165,19711392.6998036,20083148.0373642,20980502.9294781,21800280.987799,21953108.8958093,39635413.8574493,40358963.9937219,42063454.4643052,43610780.8409654,43937816.5632077
508,2033,22242946.0259739,22785136.296422,24137373.9326322,25154210.5614409,25428515.6540671,21214179.8062988,21808663.5887287,23127048.993747,24169708.4535222,24419781.0984379,43470746.9489928,44612228.2271219,47249269.4061005,49299766.5499951,49847304.5849488
512,2033,1973316.40044322,2127150.4451674,2593993.72693508,3094273.5810016,3337810.32756507,2798829.11879432,3054101.26136168,3903136.25100542,4514703.49502218,4799516.5813501,4813915.18746492,5200441.75884869,6491769.4974979,7605280.405898,8147980.56778134
516,2033,1551847.16360285,1601602.4869535,1705587.00452351,1795698.36955906,1826461.78724692,1470461.73908667,1516014.32383725,1620213.35876853,1710926.01721219,1736465.04708599,3021802.39472473,3118548.19193567,3324906.29837636,3503524.03019046,3561173.12255578
524,2033,16060224.6716267,16582970.4413272,17800486.0317352,18736563.808857,18982053.1762957,14108885.2013969,14558514.5694876,15737921.471228,16685318.4442987,16960411.5577737,30138300.5021885,31148620.0452829,33539271.262358,35413194.814479,35943906.1324804
528,2033,8395114.32562625,8559068.68063806,9004349.0386322,9418716.84253911,9544946.70814187,8354931.12591266,8518666.30425082,8992695.09584202,9424275.47797299,9540627.44565803,16765934.4180409,17086799.7247538,17988944.8001923,18839176.7169178,19068676.8275007
531,2033,65962.2998146305,68384.9844480284,78745.1004441683,90024.1975398343,93852.1021688114,55593.6183925483,57746.2666166134,67906.3098814646,79289.2456508217,82999.7864432148,121645.813005644,126221.725912667,146848.052027738,169201.815152379,176976.711207026
533,2033,61464.414573996,64359.8567388439,78271.4805940203,98146.0681056718,106283.233465908,56891.3213782054,59768.383709088,73714.5737942882,93843.6192347804,102167.821986918,118336.19244684,123992.264444751,152101.35125038,192025.418958088,208290.108735587
540,2033,150134.647772287,153091.168990914,163896.97988506,174495.789915225,177782.37106151,148846.059483196,152109.275097996,163507.97849304,174180.86412938,177711.842629505,299049.103242113,305236.68934305,327238.286177826,348440.442802418,355526.66656689
548,2033,196897.02183285,199261.698681824,208166.055256563,215927.996431769,217615.907891787,200201.840284342,202554.27328829,212299.846126597,220607.470370321,222272.223450436,397250.626953629,401948.064223671,420456.911844822,436486.639009751,440022.660396411
554,2033,2343205.52786602,2396874.4645509,2695052.26975908,3016894.61139778,3104727.81213262,2282288.12641285,2337120.51566161,2644545.40147247,2977266.85162662,3074154.96991728,4624033.22171081,4735621.88546291,5339011.20175895,5992523.63096152,6172718.6194698
558,2033,3564567.63086411,3637678.38745677,3823120.02188627,3994237.63243196,4041649.0531626,3447971.81625138,3516088.51430196,3713519.16441338,3888689.58013858,3935282.17839641,7011785.08518826,7148753.80436478,7533548.86969677,7882824.27897903,7977384.52888764
562,2033,19042258.0358295,19323940.4940777,20197539.4855218,20900111.673161,21115779.0833349,19352452.9198023,19640599.0200678,20551924.1030498,21282460.8396255,21506884.4565053,38394814.3963836,38972619.7099993,40765963.1260103,42191271.2951047,42609317.3342443
566,2033,137539075.244583,138732180.752304,143965749.574421,149496966.643604,151944467.105261,141664453.577079,142886130.655036,148331865.411547,154362712.761082,156312179.585034,279177727.455602,281805116.730485,292345494.18763,303915381.594067,308472190.222074
578,2033,2843714.47616597,2882561.5961712,3000365.08784391,3119655.95300148,3152109.89069245,2900361.41980165,2941989.61987185,3067196.95804997,3194557.14152453,3227626.2788801,5747541.91318979,5820746.60715798,6066476.54075311,6315175.34328121,6376129.68793024
583,2033,46699.7289641267,50209.6802596745,62157.5086797401,68713.4457654374,70137.8293900947,47299.0725912329,50942.0052298749,63487.6424170771,70414.8557470574,71909.4661285714,93948.7100830346,101076.750932725,125672.837774237,139096.765463442,142089.147045041
586,2033,130460119.394257,131700692.3488,137509512.960528,142880308.154223,144232009.238983,138276796.443054,139318721.960341,145623303.240972,151452661.052794,153119917.89178,268799071.535839,270964707.579576,282992080.114605,294396226.205102,297583765.317208
591,2033,2359691.02179747,2417315.94294113,2572432.67925727,2697892.61263329,2733110.76598807,2342174.73526504,2403776.22496182,2560512.07446851,2689240.42064602,2723815.28389042,4702053.64302635,4821409.989639,5132909.65008627,5387124.64559423,5453658.39648149
598,2033,5422352.09762562,5475808.30869989,5667983.90800698,5866614.74029261,5926645.39637087,5651253.97705911,5704998.13730294,5921137.74191405,6140626.57533225,6197756.55500524,11071530.5359165,11180496.2813157,11584078.444047,12004426.1716019,12125562.2932517
600,2033,3623234.08650897,3727871.69207136,4023085.49579915,4275181.43441328,4354112.43120269,3689698.36226807,3793663.41435899,4101877.40058656,4368131.00531178,4452356.74986882,7310221.44513932,7518284.43326447,8123140.50258147,8641081.69761337,8805633.0421789
604,2033,16519282.9161524,17003337.5909785,18343700.991798,19140531.6013896,19317097.9479561,16181912.3652242,16619420.8674424,18016794.707532,18821928.2107603,18998413.5661551,32723821.7969943,33641999.33488,36362757.8500826,37948170.5590338,38300672.0452337
608,2033,61473614.659533,62289217.5189201,64734084.1617245,66697787.8418164,67212830.4920626,61025501.2475585,61926053.6429829,64520086.9434423,66585414.3233023,67227517.3607009,122481950.210564,124157840.669334,129269364.234923,133268608.729191,134525500.351997
616,2033,16929198.8259682,17262402.8023012,18272565.106408,19019236.6069547,19246409.027426,15675710.8402783,16107262.6570041,17120699.7903451,17936091.8665217,18176126.1669405,32649701.9951412,33349192.6425688,35389573.6001275,36903661.1174674,37386044.7543381
620,2033,4751049.31712166,4924786.25387061,5422682.26863031,5822078.30084658,5930134.62563545,4271450.08565349,4459413.7025265,4966981.85656081,5360447.60798866,5464122.13367565,9031351.49676816,9396220.54301299,10400522.2709569,11174212.0904374,11391998.8101459
624,2033,1289432.68907365,1318458.60156016,1377131.99236785,1431953.42108709,1448896.22482668,1250012.6485814,1282439.74075571,1340455.92701962,1395409.05049418,1414436.95756924,2539033.7928827,2600143.43385397,2717376.07598963,2825332.42639659,2861128.40653078
626,2033,688243.28756346,723661.318198577,821534.519647361,887407.839730486,902124.825760546,695569.547159574,733479.17687106,834527.577249172,903097.295409632,916883.985140465,1386191.22029734,1457399.49887313,1654829.53179631,1790619.68655549,1817589.99701944
630,2033,1146294.25151956,1181103.54623092,1361630.54325652,1678540.43933675,1789356.44442258,1002452.53188702,1039161.28588515,1220375.05994694,1543481.0290738,1658854.07707369,2151557.50952522,2219388.8482381,2580813.91011099,3221583.05944949,3442450.4165687
634,2033,845295.32361837,897275.148779828,1126431.85968013,1380936.64650001,1455108.37732153,1297744.66314171,1434827.6598777,2016540.4256742,2531344.39545025,2632067.96133131,2140756.5268096,2352495.03932316,3144092.43599039,3899417.11763784,4084266.59342339
638,2033,462490.026483822,473333.598131839,509621.619421646,537950.244925023,545748.874531689,430973.375645303,441005.458568192,477355.565681808,505554.939277786,513647.706801138,894412.895156494,914236.593162854,986366.636126844,1044177.06118006,1059626.14103868
642,2033,7067144.54553977,7305893.11577059,8188713.99829985,8925379.95776792,9127177.33172759,6497046.28730684,6782903.61423794,7698864.70403749,8473705.30268959,8677912.14786036,13532669.3963997,14082830.4522426,15880601.1848423,17416788.832604,17852269.3102951
643,2033,73790528.6619186,74654084.1440006,76900525.1215758,79036781.7343697,79673503.4373379,64034783.2012039,64845680.6119209,67245214.7426844,69556243.6986123,70197791.7219058,137977442.528657,139574781.105542,144103062.384463,148465294.900954,149862443.952826
646,2033,8076222.563574,8434410.357626,9310291.78734503,9982742.81573788,10222249.1036971,7869973.16640312,8232907.47032776,9087100.80220406,9773520.76444173,10009028.5141134,15958185.5780968,16646574.0225801,18391823.5941649,19736314.9130796,20239936.6882308
662,2033,83143.2934168443,87281.0325802375,97225.2304153158,105025.423942249,107618.82356008,80093.706363925,83710.0153988866,93940.145766965,101984.409900861,104516.861173606,163277.795481466,171163.135346443,191015.730779898,207100.849317416,212108.84847169
670,2033,50280.7737913828,52560.538606427,58723.602539267,64171.8287378605,66013.8049282262,49887.7705955949,52133.3020280089,58477.7743052856,64241.0774494369,66073.2541508599,100084.864577191,104720.018639379,117102.991217257,128499.367669277,132070.217150218
678,2033,110932.3612384,117106.022516973,141575.199618564,155282.093462047,158620.053623768,109567.139766514,116245.132334298,140945.541852807,155003.557341864,158276.602735403,220432.268158286,233540.598539939,282340.203861373,310349.899924238,316902.381187455
682,2033,16383061.0298341,17286948.2751978,19408124.3201103,21292168.4025396,21889727.2640664,20135431.2028179,21300140.4576485,23807669.6329226,25878758.8751968,26579063.5243108,36481546.5941355,38670634.6357369,43209500.8682968,47158748.7811101,48459592.547619
686,2033,11279495.2422013,11515443.5884122,12065639.1209519,12542379.1220625,12658783.5867068,10952464.1539441,11180614.9344646,11728718.7141047,12229045.4996324,12358442.7140411,22234921.101662,22701488.9124661,23794401.4473078,24771424.2853983,25022330.1329895
688,2033,3703813.25013393,3865596.35723916,4209978.73961694,4449331.02401038,4528139.94680084,3523931.15779395,3679189.85411719,4054099.66817408,4308873.16512991,4380052.80288551,7233719.65137154,7555024.24749721,8262134.8601013,8752293.4708366,8908638.47830131
690,2033,43889.1097355041,45778.4398057315,54736.0190704612,63239.9636310288,66185.691431048,44130.2007282085,46164.9821423883,55502.999581394,64309.6128559605,67403.1342260445,88002.1297226666,91887.2134679693,110217.410550143,127545.02987378,133471.520817175
694,2033,4903254.8435216,5004082.32712783,5292075.97327845,5565858.04698637,5637015.07628395,4903501.11044885,4999011.74196613,5285707.05194573,5568008.61237063,5634590.76604356,9817351.53629302,10005093.3276731,10581823.7017588,11134286.2728045,11272773.8831955
702,2033,3033038.47046017,3142609.23227413,3641463.95597762,4254671.83462048,4518353.29517857,3237475.4687778,3353061.95694862,3895413.77563495,4543023.4162593,4841787.59900366,6270127.33744522,6490919.02320024,7533779.53561288,8794849.69405718,9360349.52001799
703,2033,2576705.77818444,2621341.0621357,2731332.57028436,2826018.39444248,2862149.8875002,2423820.29337523,2476548.95352488,2594933.36867746,2700500.14145864,2737176.62966229,5005484.31001629,5095155.80757703,5326978.35259523,5526008.18447357,5601812.94474189
704,2033,51184157.3532662,51939217.4664783,53393987.441806,54598105.0727307,54904614.0353978,50411833.6404675,51138711.6619664,52756524.2398261,54088604.5640087,54588741.1458571,101700220.770691,103089437.358705,106153475.005778,108675545.72674,109528418.756658
705,2033,904014.65394294,928972.093620606,996747.564246436,1051723.14958622,1071100.85711496,896560.752780382,919700.056659678,991283.911056974,1051644.87234646,1071431.19897172,1800838.5199128,1850323.38133373,1987679.05757185,2101551.16858316,2142530.08190172
706,2033,9384933.97854833,10006316.5847978,11677387.4124397,12696544.6780995,12901006.5401666,9357287.72572397,9935812.23309178,11597758.2277132,12614772.4199575,12857066.180487,18725083.9563959,19939738.1219041,23271932.9698236,25281424.9418874,25742554.961106
710,2033,34367642.1288137,34892789.1528242,36212353.0100004,37338619.7770578,37757412.3052899,32957399.2925685,33502856.8015196,34773062.2153436,35980998.7401045,36343482.3940631,67275179.879239,68402916.2793179,70989164.9924791,73316265.7717061,73984306.1801966
716,2033,7600915.70027418,7902621.69714262,8836193.73394128,9543259.37301466,9751967.54009238,7100725.46238913,7397178.73913285,8320581.70978182,8998611.59137867,9217218.89146265,14718312.6931848,15310589.237338,17174031.1870764,18540395.864435,18971476.6095409
724,2033,21597777.0577316,22228611.4006384,24343810.1622044,25950311.6413319,26270363.7744901,20691071.4591067,21356602.9771387,23564338.7901047,25197044.7259337,25548045.4238717,42278452.0754786,43581907.1188191,47912386.3691763,51155891.9146822,51837864.1125418
728,2033,5136699.85517872,5343396.65588869,6224730.98627631,7176844.5705125,7379314.70645664,5138480.23262545,5346771.45988284,6234991.2539985,7212117.90053051,7405765.49886932,10279245.2885223,10692737.0891356,12452174.3624858,14395120.7502219,14779952.7041062
729,2033,24389276.5788485,25787655.7955767,29237240.6549379,31199596.2663289,31724390.7285648,24432560.8457155,25821536.8458325,29291097.7537716,31347084.0726585,31843273.1199351,48850225.3180794,51611601.835138,58504815.2929506,62512099.8303005,63578864.5058952
732,2033,328007.803536466,336817.517348988,377877.024728246,459220.054842515,493089.141664042,344415.877268615,354401.473363788,397162.957958713,481172.278433915,515295.768133482,672423.680805081,690989.8795863,774988.18891027,939945.674584303,1008433.0724881
740,2033,282925.323928604,296323.677311347,332096.071710452,369488.848730993,383886.06000252,279642.117809178,293124.066187547,330601.147707364,369527.751968357,383871.673055533,562314.460501173,589568.19348377,662877.931074748,738985.028950189,766933.307318895
748,2033,583357.500807701,603712.489848738,674769.197304173,726704.129939314,740014.506610771,551533.970590748,572375.165961445,641391.054429142,692929.964039984,706679.901628501,1135478.14067457,1175472.62377759,1315823.20197867,1420547.02278341,1447488.24359935
752,2033,5054041.35193734,5191804.17478489,5541990.55384678,5869497.83613995,5949762.65311337,5109231.35046809,5243399.84204213,5605627.68161718,5941500.78502453,6041892.72797051,10178702.4104756,10441039.3917549,11146468.4314169,11808393.8078039,11987545.4508906
756,2033,4424188.29788613,4547874.48488062,5033500.29993244,5450395.07215428,5567105.02507851,4382794.87530653,4510641.88098055,5011334.18401064,5437920.54677043,5561555.9709248,8800273.34493637,9063494.70781793,10045383.6976975,10889424.0433347,11137076.2927819
760,2033,7541188.93395985,7760193.91414702,8867425.13266294,10205799.2521612,10545132.9862519,7513140.89626527,7737452.7310884,8863944.00710026,10265305.3570685,10592778.0454348,15050290.5298136,15489852.4928243,17733685.6077653,20465885.4596788,21139887.7959161
762,2033,5721778.21256603,5876964.33323797,6211855.15395591,6494412.79905694,6565151.98056881,5785033.6637289,5947898.04600791,6302522.94936047,6600907.1984258,6680261.01933706,11509765.6795213,11824733.7433703,12508643.5727898,13087379.0221744,13234772.8891745
764,2033,32945420.817922,33979639.6833415,36451758.7421403,38357222.7260535,38974964.2676287,30380329.1653106,31610469.2283559,34134007.4738863,35993320.7348558,36656074.2371146,63385537.5709004,65569557.6257488,70574174.246965,74351805.1601202,75544296.7626514
768,2033,5050759.82463087,5331812.85173914,5903843.01828602,6267506.09816543,6386056.58175131,5019082.02424251,5292952.89844511,5869864.7874402,6245020.1835498,6366608.95665076,10075166.0308434,10618879.5519791,11771288.2102992,12510565.6223217,12747326.2790805
776,2033,48352.8455148097,51277.2498584596,61466.5187389347,70124.8655275501,72599.8999038979,47738.6576885253,50752.3483060187,61283.7180635651,70345.3291240875,73032.2244037512,96056.1201689733,101907.945822134,122754.199391928,140399.77142416,145554.303219357
780,2033,618154.434483846,641758.990239971,711844.567121082,775486.831896179,799708.202507774,586779.15735427,610631.197426082,682413.535727173,748003.569011199,770895.362715103,1204300.6899319,1252565.040104,1394564.83586654,1521174.17180273,1573890.28169808
784,2033,4456239.16924797,4779023.42772362,5805033.84089931,7335022.31691008,7962781.76449502,6133807.20896547,6640338.3372846,8336225.98263069,10131722.7765105,10924323.1076954,10759147.6645767,11506510.245604,14133911.2660642,17448420.8271839,18807298.1247342
788,2033,6086023.96045577,6217807.37496366,6549240.28418012,6780735.13499347,6857499.99696989,5985125.50165055,6106358.18041891,6449027.25606602,6697409.13943416,6774744.55354139,12073687.3359067,12324395.1699168,12998526.2976718,13472754.0300018,13637051.4204483
792,2033,44014398.9824897,44993553.9349393,47438404.8297199,49080028.7593615,49601389.4967182,42755037.4277208,43840287.0858643,46395755.9246327,48215160.2587281,48724716.0546908,86856550.6803213,88820463.2812551,93829367.3321416,97299815.4866255,98326911.6316485
795,2033,3358150.63276233,3417705.28081597,3574196.38874163,3715382.77399425,3752717.4989535,3222075.89728224,3285907.69498773,3440682.7482565,3585281.62335567,3627596.31004237,6591808.38446451,6704836.67709583,7013150.65515574,7300491.58807403,7380141.71096429
800,2033,31801484.539156,32239030.8284437,34046230.6601142,35774320.0820544,36141351.9869465,31025926.6820641,31548841.907337,33377749.6815044,35142513.6786747,35513944.6365268,62931363.8272052,63814087.0099877,67410112.1385063,70913374.3492114,71633227.0606869
804,2033,19213763.6123073,19783040.6558388,21301081.6035611,22428687.8520414,22735664.490052,16579630.7301132,17104496.2805995,18674652.6284992,19814943.3687552,20158368.0538749,35742723.5864138,36879376.170384,40007435.7778187,42225314.1513344,42881893.2535599
807,2033,880137.040643536,919490.337061487,1025266.69753843,1118057.95334119,1149556.06058559,873773.137277394,911107.289288636,1023052.38722751,1121359.31530037,1154519.18233866,1752082.67324191,1830677.31954439,2048528.38851103,2239579.01104697,2302226.72884867
818,2033,60940603.6247508,61575675.8599878,63929480.9924121,66229659.7045446,66882881.2487659,62267863.1422452,62897498.7744789,65357023.6797299,67740363.8717845,68557621.7798513,123187107.81267,124514512.608194,129259944.283926,134004198.690818,135440181.761721
826,2033,35020080.1530301,35829475.1321621,37801488.1409153,39289948.6699294,39852437.6493653,34639705.9922723,35549568.1196787,37558344.5966016,39168715.4449218,39589221.5383081,69604317.9036246,71391147.1695118,75369025.5534256,78466532.8705626,79462235.4991388
830,2033,82817.6016231742,86502.8397628657,100610.528162542,122134.634513465,133463.218901944,81048.0349384541,84941.4325755975,99371.5960081108,121564.475885114,132843.568144779,164218.266165703,171591.069798528,200020.55875553,243921.948885852,266315.908083287
834,2033,41669467.7155947,42311425.2172128,45023193.3961645,46606141.1422027,47128105.5922389,41688629.673852,42252422.2088727,45007661.1653757,46653386.3832358,47106995.9436147,83399210.3404924,84564442.6769807,90011587.7606865,93225089.0004076,94286541.1589649
840,2033,173353058.576469,176466597.435442,184085844.694953,190348640.933128,191642807.150979,169834005.201519,173127841.787707,180896562.168581,187712229.688636,189312729.801951,343165629.606373,349762383.263907,365075002.889418,377944773.30724,381335117.025642
850,2033,47446.5445432774,49198.3953021066,55228.4078960894,61347.1196602355,63492.21763502,42754.8804435628,44321.6914598736,50471.914635043,56922.7239657032,59235.2732448553,90236.497509471,93538.2484049694,105759.662504996,118148.982244729,122611.456661317
854,2033,14343431.680108,14599061.4245611,15372498.5693659,16271850.3771921,16600924.7990834,14552661.6322066,14820396.2203097,15611776.8507963,16553305.8986992,16878016.548513,28903464.3120122,29413900.8377497,30989159.5574283,32825396.1876484,33494360.7635876
858,2033,1638138.96885414,1703506.70753242,1844073.61800662,1950524.24441748,1976941.47205373,1545643.22693653,1602910.01339368,1750746.30783984,1861250.80385272,1889370.09340962,3182515.07178274,3301463.63912286,3596014.24129164,3811154.41684319,3865648.8860552
860,2033,18557738.7161745,18761062.441525,19378828.4095114,20137749.1953154,20330248.3181587,18390247.3078085,18613495.4502984,19292996.5830744,20063024.2995874,20315254.1349877,36938420.2799918,37375426.0473969,38658951.9184459,40192208.982585,40644258.461047
862,2033,11374655.9021718,11632614.2939353,13148056.2445652,15071601.5922495,15508714.2410794,10706997.2016112,10943046.1234796,12483550.2641268,14404780.1366548,14821643.2970166,22088685.6965637,22589194.9841261,25611182.8399902,29469349.5309894,30328269.0412124
882,2033,89671.882816548,93150.6798968788,105037.162674472,121380.657985152,125980.05377482,94201.7889544272,97755.2587392118,110486.192969123,127914.354663721,132900.836555334,183866.577989022,190745.112661257,215502.407856264,249447.676472906,258799.913388763
887,2033,18211737.8495828,18591229.7617503,19605466.7482321,20527253.4890296,20869510.4979967,18617878.1813916,18960497.4005394,20017614.8021597,21021390.1009593,21333325.7794918,36822867.6572766,37574492.9869164,39631950.1302829,41547760.4772609,42178102.3518583
894,2033,12946985.008888,13218279.3839426,13836978.3578019,14485118.051094,14687848.5697958,12698125.9638654,12937671.6084937,13566817.3012964,14206475.8392967,14433109.2668411,25678333.4988855,26178080.1716737,27398026.238474,28686353.8914643,29133067.3837675
4,2038,21933202.1907264,23555454.2395019,28248098.2667963,31999083.4605631,33125819.1629281,22844301.5645981,24575192.0746601,29488837.1251769,33398986.8981962,34496131.5135107,44764584.9424256,48177889.3443074,57734209.260258,65440658.0865024,67549420.6355233
8,2038,1051396.80540025,1120164.19066037,1317504.41118249,1511310.80465494,1563044.81821379,1058907.72268214,1130213.57700548,1345826.96225403,1552748.33086139,1602610.70854627,2106215.6830406,2252122.2423513,2665315.18110575,3061315.09775085,3170174.0264964
12,2038,25400603.9929371,25768232.0086627,27118058.2384866,28457432.888833,28765940.0580968,25805502.3761263,26225168.0521353,27626182.4345283,28966576.3003513,29308603.8936972,51227325.0539263,51987583.7562372,54744806.4566655,57390516.494398,58025755.2687747
24,2038,28305556.7272255,28940260.1148298,31061704.7482283,32885052.1996328,33466124.8502399,27474850.6391805,28151886.3637641,30340650.1812,32222790.5088855,32787924.1298807,55846306.7620982,57107119.9493725,61368111.7260843,65127336.5132815,66271197.175238
28,2038,45311.382603741,47661.5320676523,56925.9141334964,69207.3525096938,73541.1057882148,43161.0053978891,45409.8466706365,54684.3857147303,67179.6472447496,71403.4150528092,88377.888615525,93059.3096726283,111562.332210666,136507.210588618,144984.936276747
31,2038,5051829.94549136,5186453.06242098,5535210.80912621,5832523.35254763,5934531.47561527,4978922.97985293,5126203.09981775,5523551.30268878,5832381.77422859,5940622.53684776,10036147.8926523,10305751.4866063,11060835.1972956,11660564.2623102,11868473.1605264
32,2038,24914464.9160751,25344056.6634168,26647010.8623946,27865209.4729738,28082597.468777,23767601.6858961,24220858.8290282,25637671.9859561,26904375.1643239,27161019.4710113,48755064.9429484,49549129.739507,52302796.2157122,54736237.6544574,55225878.7409941
36,2038,13999454.4043544,14554270.012401,15914648.4611517,17433048.3320847,17799414.8151079,13975105.6386488,14555329.5698339,15971640.6088258,17505087.1029078,17906668.018073,27910988.9725226,29147308.2208003,31877213.8039964,34930851.3317703,35714542.648354
40,2038,4304066.30663589,4508040.1374412,5035886.82060963,5514765.72805766,5640632.424823,4211931.4949905,4432501.91761893,4990844.04628624,5493286.70686882,5624968.23616096,8504809.5480904,8928526.22947429,10025600.6091116,11015667.3109835,11270612.9391842
44,2038,187022.72526199,198776.887581542,237821.722825159,272015.423299809,283192.804981222,176052.569084682,187590.052098701,226973.659527107,261762.883800123,272981.978466074,362399.742903621,386276.262384893,464774.055810511,533871.988529872,555116.393933038
48,2038,867876.890263983,931144.606900835,1158743.35419995,1438353.53151206,1539812.09084964,1129378.31235279,1218650.7059542,1537613.87732425,1874209.17472549,1976594.80424107,1999807.98296693,2151964.12697577,2701224.71767966,3308602.03547286,3518101.14508042
50,2038,87437806.6368513,88698695.416527,93122817.7042038,97872535.5534092,99392269.677924,88195973.5054474,89393063.1906116,94338615.1318053,99385401.788272,101006883.203373,175768723.247952,178000360.72731,187486018.388996,197318592.027237,200614118.672524
51,2038,1266661.71547951,1359524.24936547,1604115.24476072,1776791.68352109,1833919.73828585,1110014.41399695,1207063.50711162,1461566.34470996,1641305.19836325,1693086.62076005,2374433.93758932,2563744.39765549,3066684.77217869,3420782.66284432,3523820.11559145
52,2038,136873.261947081,141164.692394904,158913.912149478,178427.249315231,185483.823526339,130778.279662757,135148.382789412,153806.871543384,173293.460048906,181520.903922431,268175.535935431,276188.626598307,312625.669486966,351875.514354615,366803.409927521
